run_id,normalization,alpha,machine_type,db_level,seed,n_round_comparisons,mean_round_to_round_ari,min_round_to_round_ari,final_round_to_round_ari,n_sites,n_clusters,largest_cluster_sites,largest_cluster_fraction
p1_norm_local_site_clustered_fl_a0p5_slider_m6dB_s2,local_site,0.5,slider,-6dB,2,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_slider_m6dB_s3,local_site,0.5,slider,-6dB,3,29,0.6134545693386854,-0.0714285714285715,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p5_slider_m6dB_s4,local_site,0.5,slider,-6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a100_slider_m6dB_s0,local_site,100.0,slider,-6dB,0,29,0.5914126046578719,-0.0683760683760684,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_slider_m6dB_s1,local_site,100.0,slider,-6dB,1,29,0.8458260847641379,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_slider_m6dB_s2,local_site,100.0,slider,-6dB,2,29,0.23981197599975945,-0.129032258064516,-0.1111111111111112,10,2,9,0.9
p1_norm_local_site_clustered_fl_a100_slider_m6dB_s3,local_site,100.0,slider,-6dB,3,29,0.39966979263499747,-0.1329305135951661,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a100_slider_m6dB_s4,local_site,100.0,slider,-6dB,4,29,0.9631594459180666,-0.0683760683760684,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_slider_0dB_s0,central,0.05,slider,0dB,0,29,0.9859360350036461,0.5921450151057401,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a0p05_slider_0dB_s1,central,0.05,slider,0dB,1,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a0p05_slider_0dB_s2,central,0.05,slider,0dB,2,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a0p05_slider_0dB_s3,central,0.05,slider,0dB,3,29,0.9622101894103371,0.3023255813953488,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p05_slider_0dB_s4,central,0.05,slider,0dB,4,29,0.9744572158365262,0.2592592592592593,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_slider_0dB_s0,central,0.5,slider,0dB,0,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_central_clustered_fl_a0p5_slider_0dB_s1,central,0.5,slider,0dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_slider_0dB_s2,central,0.5,slider,0dB,2,29,0.9833147942157953,0.5161290322580645,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_slider_0dB_s3,central,0.5,slider,0dB,3,29,0.8396799681071924,-0.0588235294117646,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_slider_0dB_s4,central,0.5,slider,0dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a100_slider_0dB_s0,central,100.0,slider,0dB,0,29,0.9412618604589783,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a100_slider_0dB_s1,central,100.0,slider,0dB,1,29,0.8988330129617893,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a100_slider_0dB_s2,central,100.0,slider,0dB,2,29,-0.027807226187617523,-0.129032258064516,-0.129032258064516,10,2,8,0.8
p1_norm_central_clustered_fl_a100_slider_0dB_s3,central,100.0,slider,0dB,3,29,0.6370086684381748,-0.08,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a100_slider_0dB_s4,central,100.0,slider,0dB,4,29,0.9753694581280787,0.2857142857142856,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s0,federated_train,0.05,slider,0dB,0,29,0.9859360350036461,0.5921450151057401,1.0,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s1,federated_train,0.05,slider,0dB,1,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s2,federated_train,0.05,slider,0dB,2,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s3,federated_train,0.05,slider,0dB,3,29,0.9622101894103371,0.3023255813953488,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s4,federated_train,0.05,slider,0dB,4,29,0.9744572158365262,0.2592592592592593,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s0,federated_train,0.5,slider,0dB,0,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s1,federated_train,0.5,slider,0dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s2,federated_train,0.5,slider,0dB,2,29,0.9833147942157953,0.5161290322580645,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s3,federated_train,0.5,slider,0dB,3,29,0.8417169282918192,-0.0588235294117646,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s4,federated_train,0.5,slider,0dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a100_slider_0dB_s0,federated_train,100.0,slider,0dB,0,29,0.9412618604589783,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a100_slider_0dB_s1,federated_train,100.0,slider,0dB,1,29,0.9141256465028207,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a100_slider_0dB_s2,federated_train,100.0,slider,0dB,2,29,0.05452536973270987,-0.129032258064516,-0.129032258064516,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a100_slider_0dB_s3,federated_train,100.0,slider,0dB,3,29,0.6770438314157347,-0.08,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a100_slider_0dB_s4,federated_train,100.0,slider,0dB,4,29,0.9753694581280787,0.2857142857142856,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s0,local_site,0.05,slider,0dB,0,29,0.9859360350036461,0.5921450151057401,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s1,local_site,0.05,slider,0dB,1,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s2,local_site,0.05,slider,0dB,2,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s3,local_site,0.05,slider,0dB,3,29,0.9622101894103371,0.3023255813953488,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s4,local_site,0.05,slider,0dB,4,29,0.9744572158365262,0.2592592592592593,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s0,local_site,0.5,slider,0dB,0,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s1,local_site,0.5,slider,0dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s2,local_site,0.5,slider,0dB,2,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s3,local_site,0.5,slider,0dB,3,29,0.8175400511423697,-0.0465116279069767,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s4,local_site,0.5,slider,0dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a100_slider_0dB_s0,local_site,100.0,slider,0dB,0,29,0.9197928508273336,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_slider_0dB_s1,local_site,100.0,slider,0dB,1,29,0.9607251438194373,0.2592592592592593,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_slider_0dB_s2,local_site,100.0,slider,0dB,2,29,0.04931503421086846,-0.1329305135951661,-0.1111111111111112,10,2,9,0.9
p1_norm_local_site_clustered_fl_a100_slider_0dB_s3,local_site,100.0,slider,0dB,3,29,0.6672943901273493,-0.0683760683760684,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a100_slider_0dB_s4,local_site,100.0,slider,0dB,4,29,0.9753694581280787,0.2857142857142856,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_slider_6dB_s0,central,0.05,slider,6dB,0,29,0.9859360350036461,0.5921450151057401,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a0p05_slider_6dB_s1,central,0.05,slider,6dB,1,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a0p05_slider_6dB_s2,central,0.05,slider,6dB,2,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a0p05_slider_6dB_s3,central,0.05,slider,6dB,3,29,0.9622101894103371,0.3023255813953488,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p05_slider_6dB_s4,central,0.05,slider,6dB,4,29,0.9744572158365262,0.2592592592592593,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_slider_6dB_s0,central,0.5,slider,6dB,0,29,0.9861039629439012,0.5970149253731343,1.0,10,2,5,0.5
p1_norm_central_clustered_fl_a0p5_slider_6dB_s1,central,0.5,slider,6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_slider_6dB_s2,central,0.5,slider,6dB,2,29,0.9833147942157953,0.5161290322580645,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_slider_6dB_s3,central,0.5,slider,6dB,3,29,0.8596974058748638,-0.0588235294117646,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_slider_6dB_s4,central,0.5,slider,6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a100_slider_6dB_s0,central,100.0,slider,6dB,0,29,0.9631594459180666,-0.0683760683760684,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a100_slider_6dB_s1,central,100.0,slider,6dB,1,29,0.9071618037135278,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a100_slider_6dB_s2,central,100.0,slider,6dB,2,29,0.05016678441951084,-0.1329305135951661,-0.1111111111111112,10,2,9,0.9
p1_norm_central_clustered_fl_a100_slider_6dB_s3,central,100.0,slider,6dB,3,29,0.756867279377198,0.0,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a100_slider_6dB_s4,central,100.0,slider,6dB,4,29,0.9516212043232115,0.0,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a0p05_slider_6dB_s0,federated_train,0.05,slider,6dB,0,29,0.9859360350036461,0.5921450151057401,1.0,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a0p05_slider_6dB_s1,federated_train,0.05,slider,6dB,1,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a0p05_slider_6dB_s2,federated_train,0.05,slider,6dB,2,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a0p05_slider_6dB_s3,federated_train,0.05,slider,6dB,3,29,0.9622101894103371,0.3023255813953488,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_slider_6dB_s4,federated_train,0.05,slider,6dB,4,29,0.9744572158365262,0.2592592592592593,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_slider_6dB_s0,federated_train,0.5,slider,6dB,0,29,0.9861039629439012,0.5970149253731343,1.0,10,2,5,0.5
p1_norm_federated_train_clustered_fl_a0p5_slider_6dB_s1,federated_train,0.5,slider,6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_slider_6dB_s2,federated_train,0.5,slider,6dB,2,29,0.9833147942157953,0.5161290322580645,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_slider_6dB_s3,federated_train,0.5,slider,6dB,3,29,0.8596974058748638,-0.0588235294117646,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_slider_6dB_s4,federated_train,0.5,slider,6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a100_slider_6dB_s0,federated_train,100.0,slider,6dB,0,29,0.9631594459180666,-0.0683760683760684,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a100_slider_6dB_s1,federated_train,100.0,slider,6dB,1,29,0.9071618037135278,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a100_slider_6dB_s2,federated_train,100.0,slider,6dB,2,29,0.1353842898849852,-0.129032258064516,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a100_slider_6dB_s3,federated_train,100.0,slider,6dB,3,29,0.6447064716336828,0.0,0.1025641025641025,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a100_slider_6dB_s4,federated_train,100.0,slider,6dB,4,29,0.9516212043232115,0.0,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s0,local_site,0.05,slider,6dB,0,29,0.9859360350036461,0.5921450151057401,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s1,local_site,0.05,slider,6dB,1,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s2,local_site,0.05,slider,6dB,2,29,1.0,1.0,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s3,local_site,0.05,slider,6dB,3,29,0.9553218625540872,0.1025641025641025,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s4,local_site,0.05,slider,6dB,4,29,0.9744572158365262,0.2592592592592593,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s0,local_site,0.5,slider,6dB,0,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s1,local_site,0.5,slider,6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s2,local_site,0.5,slider,6dB,2,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s3,local_site,0.5,slider,6dB,3,29,0.8633483951876413,-0.1061946902654866,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s4,local_site,0.5,slider,6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a100_slider_6dB_s0,local_site,100.0,slider,6dB,0,29,0.9444233926992547,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_slider_6dB_s1,local_site,100.0,slider,6dB,1,29,0.9209384574260276,0.1025641025641025,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_slider_6dB_s2,local_site,100.0,slider,6dB,2,29,0.13548843859122964,-0.163793103448276,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a100_slider_6dB_s3,local_site,100.0,slider,6dB,3,29,0.6722328965560421,0.0,0.2941176470588235,10,2,7,0.7
p1_norm_local_site_clustered_fl_a100_slider_6dB_s4,local_site,100.0,slider,6dB,4,29,0.9516212043232115,0.0,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s0,central,0.05,valve,-6dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s1,central,0.05,valve,-6dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s2,central,0.05,valve,-6dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s3,central,0.05,valve,-6dB,3,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s4,central,0.05,valve,-6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s0,central,0.5,valve,-6dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s1,central,0.5,valve,-6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s2,central,0.5,valve,-6dB,2,29,0.9862679279829113,0.6017699115044248,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s3,central,0.5,valve,-6dB,3,29,0.9050904982527811,-0.1061946902654866,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s4,central,0.5,valve,-6dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_central_clustered_fl_a100_valve_m6dB_s0,central,100.0,valve,-6dB,0,29,0.2616997689829065,-0.129032258064516,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a100_valve_m6dB_s1,central,100.0,valve,-6dB,1,29,0.8968399052942873,0.0597014925373133,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a100_valve_m6dB_s2,central,100.0,valve,-6dB,2,29,0.4346708409993654,-0.1111111111111112,-0.0683760683760684,10,2,6,0.6
p1_norm_central_clustered_fl_a100_valve_m6dB_s3,central,100.0,valve,-6dB,3,29,0.2711033595031215,-0.163793103448276,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a100_valve_m6dB_s4,central,100.0,valve,-6dB,4,29,0.9744572158365262,0.2592592592592593,0.2592592592592593,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s0,federated_train,0.05,valve,-6dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s1,federated_train,0.05,valve,-6dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s2,federated_train,0.05,valve,-6dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s3,federated_train,0.05,valve,-6dB,3,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s4,federated_train,0.05,valve,-6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_m6dB_s0,federated_train,0.5,valve,-6dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_m6dB_s1,federated_train,0.5,valve,-6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_valve_m6dB_s2,federated_train,0.5,valve,-6dB,2,29,0.9862679279829113,0.6017699115044248,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_m6dB_s3,federated_train,0.5,valve,-6dB,3,29,0.9071485348858331,-0.0465116279069767,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_m6dB_s4,federated_train,0.5,valve,-6dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_federated_train_clustered_fl_a100_valve_m6dB_s0,federated_train,100.0,valve,-6dB,0,29,0.2570248663030597,-0.1329305135951661,-0.0683760683760684,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a100_valve_m6dB_s1,federated_train,100.0,valve,-6dB,1,29,0.8285633826548158,-0.0588235294117646,1.0,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a100_valve_m6dB_s2,federated_train,100.0,valve,-6dB,2,29,0.3457042681548484,-0.0714285714285715,-0.0465116279069767,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a100_valve_m6dB_s3,federated_train,100.0,valve,-6dB,3,29,0.19681806450678077,-0.129032258064516,-0.0465116279069767,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a100_valve_m6dB_s4,federated_train,100.0,valve,-6dB,4,29,0.9744572158365262,0.2592592592592593,0.2592592592592593,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p05_valve_m6dB_s0,local_site,0.05,valve,-6dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p05_valve_m6dB_s1,local_site,0.05,valve,-6dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p05_valve_m6dB_s2,local_site,0.05,valve,-6dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p05_valve_m6dB_s3,local_site,0.05,valve,-6dB,3,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p05_valve_m6dB_s4,local_site,0.05,valve,-6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_m6dB_s0,local_site,0.5,valve,-6dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_m6dB_s1,local_site,0.5,valve,-6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_valve_m6dB_s2,local_site,0.5,valve,-6dB,2,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_m6dB_s3,local_site,0.5,valve,-6dB,3,29,0.88349373061455,-0.1061946902654866,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_m6dB_s4,local_site,0.5,valve,-6dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_local_site_clustered_fl_a100_valve_m6dB_s0,local_site,100.0,valve,-6dB,0,29,0.2380104983281575,-0.129032258064516,-0.129032258064516,10,2,8,0.8
p1_norm_local_site_clustered_fl_a100_valve_m6dB_s1,local_site,100.0,valve,-6dB,1,29,0.9718720700072924,0.5921450151057401,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a100_valve_m6dB_s2,local_site,100.0,valve,-6dB,2,29,0.4487170707501976,-0.111111111111111,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_valve_m6dB_s3,local_site,100.0,valve,-6dB,3,29,0.5120455776658374,-0.1061946902654866,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a100_valve_m6dB_s4,local_site,100.0,valve,-6dB,4,29,0.9666295884315906,0.5161290322580645,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p05_valve_0dB_s0,central,0.05,valve,0dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_valve_0dB_s1,central,0.05,valve,0dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p05_valve_0dB_s2,central,0.05,valve,0dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_valve_0dB_s3,central,0.05,valve,0dB,3,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p05_valve_0dB_s4,central,0.05,valve,0dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_0dB_s0,central,0.5,valve,0dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_0dB_s1,central,0.5,valve,0dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_valve_0dB_s2,central,0.5,valve,0dB,2,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_0dB_s3,central,0.5,valve,0dB,3,29,0.9256765842939648,-0.0465116279069767,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_0dB_s4,central,0.5,valve,0dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_central_clustered_fl_a100_valve_0dB_s0,central,100.0,valve,0dB,0,29,0.19287175062598044,-0.129032258064516,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a100_valve_0dB_s1,central,100.0,valve,0dB,1,29,0.7225152247680559,-0.163793103448276,-0.163793103448276,10,2,8,0.8
p1_norm_central_clustered_fl_a100_valve_0dB_s2,central,100.0,valve,0dB,2,29,0.14537420891528569,-0.076555023923445,-0.0683760683760684,10,2,9,0.9
p1_norm_central_clustered_fl_a100_valve_0dB_s3,central,100.0,valve,0dB,3,29,0.24910071497447708,-0.1329305135951661,0.0956937799043061,10,2,8,0.8
p1_norm_central_clustered_fl_a100_valve_0dB_s4,central,100.0,valve,0dB,4,29,0.8359367324884567,-0.111111111111111,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s0,federated_train,0.05,valve,0dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s1,federated_train,0.05,valve,0dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s2,federated_train,0.05,valve,0dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s3,federated_train,0.05,valve,0dB,3,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s4,federated_train,0.05,valve,0dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s0,federated_train,0.5,valve,0dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s1,federated_train,0.5,valve,0dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s2,federated_train,0.5,valve,0dB,2,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s3,federated_train,0.5,valve,0dB,3,29,0.9256765842939648,-0.0465116279069767,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s4,federated_train,0.5,valve,0dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_federated_train_clustered_fl_a100_valve_0dB_s0,federated_train,100.0,valve,0dB,0,29,0.14404217235006017,-0.163793103448276,-0.1111111111111112,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a100_valve_0dB_s1,federated_train,100.0,valve,0dB,1,29,0.7832171981591727,-0.129032258064516,0.0956937799043061,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a100_valve_0dB_s2,federated_train,100.0,valve,0dB,2,29,0.1682364813546883,-0.076555023923445,-0.0683760683760684,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a100_valve_0dB_s3,federated_train,100.0,valve,0dB,3,29,0.4128331561340714,-0.1329305135951661,1.0,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a100_valve_0dB_s4,federated_train,100.0,valve,0dB,4,29,0.9744572158365262,0.2592592592592593,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s0,local_site,0.05,valve,0dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s1,local_site,0.05,valve,0dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s2,local_site,0.05,valve,0dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s3,local_site,0.05,valve,0dB,3,29,1.0,1.0,1.0,10,2,7,0.7
