run_id,normalization,algorithm,alpha,machine_type,db_level,seed,count_normal,count_anomaly,mean_normal,mean_anomaly,median_normal,median_anomaly,std_normal,std_anomaly,mean_error_delta,median_error_delta,cohen_d_error_separation,mean_error_ratio
p1_norm_central_fedavg_a100_slider_6dB_s1,central,fedavg,100.0,slider,6dB,1,637,890,0.434762363577937,1.3264457627628627,0.4234913885593414,1.3432452082633972,0.08522008914840049,0.6108268776366769,0.8916833991849258,0.9197538197040558,2.0446616174200427,3.0509673188973716
p1_norm_central_fedavg_a100_slider_6dB_s2,central,fedavg,100.0,slider,6dB,2,636,890,0.39660493898316745,1.2571598620896929,0.38687892258167267,1.2035067081451416,0.0705421641577493,0.47023607602477985,0.8605549231065255,0.8166277855634689,2.5594407091474696,3.169803848920421
p1_norm_central_fedavg_a100_slider_6dB_s3,central,fedavg,100.0,slider,6dB,3,637,890,0.39548303731943785,1.2647850962167375,0.3843587636947632,1.1938262581825256,0.06659348097155503,0.49086170879959384,0.8693020588972997,0.8094674944877625,2.4817967165059187,3.1980767235666563
p1_norm_central_fedavg_a100_slider_6dB_s4,central,fedavg,100.0,slider,6dB,4,636,890,0.43978360679539497,1.369767307900311,0.43078406155109406,1.3502545356750488,0.08215257480164666,0.6703587172322191,0.929983701104916,0.9194704741239548,1.9473592838443397,3.1146393060930575
p1_norm_central_fedavg_a100_slider_m6dB_s0,central,fedavg,100.0,slider,-6dB,0,638,890,0.44075564913988863,0.7242719761441263,0.4180958569049835,0.6787058711051941,0.10102488628803033,0.22355817819906737,0.2835163270042377,0.26061001420021057,1.6343742563192234,1.6432505801287058
p1_norm_central_fedavg_a100_slider_m6dB_s1,central,fedavg,100.0,slider,-6dB,1,637,890,0.44854619027681214,0.7380501852611477,0.4289475977420807,0.69654181599617,0.09132099857466901,0.2045827936952441,0.2895039949843356,0.26759421825408936,1.827448701952904,1.6454273857630437
p1_norm_central_fedavg_a100_slider_m6dB_s2,central,fedavg,100.0,slider,-6dB,2,636,890,0.4265021178051361,0.7016987286591798,0.4085048735141754,0.6690550148487091,0.08161148162790699,0.17861780768470373,0.27519661085404373,0.2605501413345337,1.9818135331126616,1.6452409011947227
p1_norm_central_fedavg_a100_slider_m6dB_s3,central,fedavg,100.0,slider,-6dB,3,637,890,0.44469678883837005,0.7247253295745743,0.4222361147403717,0.6793343126773834,0.0976636809536612,0.21963437493838442,0.2800285407362042,0.2570981979370117,1.6475480813865373,1.6297066850149522
p1_norm_central_fedavg_a100_slider_m6dB_s4,central,fedavg,100.0,slider,-6dB,4,636,890,0.45812430954391853,0.7516007629003417,0.4322379529476166,0.7076669335365295,0.11693511171734433,0.22172309690541084,0.2934764533564232,0.27542898058891296,1.6557227488691026,1.6406044107298978
p1_norm_central_fedavg_a100_valve_0dB_s0,central,fedavg,100.0,valve,0dB,0,734,479,0.4283529815215831,0.4435871921028623,0.4119786322116852,0.4253581166267395,0.07500693027555218,0.08564558381223088,0.015234210581279217,0.013379484415054321,0.1892397005689521,1.0355646189905454
p1_norm_central_fedavg_a100_valve_0dB_s1,central,fedavg,100.0,valve,0dB,1,733,479,0.4402559295520288,0.4516107103396557,0.4146531224250793,0.4309653341770172,0.11137516959734514,0.08789462349960535,0.011354780787626917,0.01631221175193792,0.11318086695507587,1.025791318243415
p1_norm_central_fedavg_a100_valve_0dB_s2,central,fedavg,100.0,valve,0dB,2,734,479,0.405933491946566,0.4310152507649583,0.3927636444568634,0.4131066501140594,0.07118472863963178,0.07573882978161449,0.025081758818392252,0.02034300565719599,0.3412620655021031,1.0617878527295643
p1_norm_central_fedavg_a100_valve_0dB_s3,central,fedavg,100.0,valve,0dB,3,733,479,0.4236004963252912,0.4391931200201676,0.4003234803676605,0.4205561578273773,0.0963631834439166,0.08303617113737982,0.015592623694876406,0.020232677459716797,0.17335376445571646,1.036809738964287
p1_norm_central_fedavg_a100_valve_0dB_s4,central,fedavg,100.0,valve,0dB,4,733,479,0.4407413246117705,0.4508625394616097,0.4216836988925934,0.4322813153266907,0.10176368932428294,0.08746127794721177,0.010121214849839189,0.01059761643409729,0.10667119889606193,1.0229640704981646
p1_norm_central_fedavg_a100_valve_6dB_s0,central,fedavg,100.0,valve,6dB,0,734,479,0.3898015356031361,0.42760959485378547,0.375542551279068,0.411882072687149,0.07147106559500939,0.08561107613775279,0.037808059250649395,0.036339521408081,0.4794409364534394,1.0969930998146258
p1_norm_central_fedavg_a100_valve_6dB_s1,central,fedavg,100.0,valve,6dB,1,733,479,0.39650676683059005,0.44019488228138903,0.3819592893123626,0.4227332770824432,0.09318937447701474,0.09435568452566581,0.04368811545079898,0.040773987770080566,0.4658855948008282,1.1101825217259533
p1_norm_central_fedavg_a100_valve_6dB_s2,central,fedavg,100.0,valve,6dB,2,734,479,0.37755680746051207,0.4196271220054905,0.3652869462966919,0.4050365090370178,0.07314471054650751,0.09753879062940164,0.04207031454497845,0.03974956274032593,0.48800405338745617,1.1114277738175293
p1_norm_central_fedavg_a100_valve_6dB_s3,central,fedavg,100.0,valve,6dB,3,733,479,0.37858449680906037,0.42285451616524156,0.366893470287323,0.4064435064792633,0.06840126807501894,0.09342558931115584,0.04427001935618119,0.03955003619194031,0.5407016601577238,1.1169356371677017
p1_norm_central_fedavg_a100_valve_6dB_s4,central,fedavg,100.0,valve,6dB,4,733,479,0.4027277750825817,0.43989457249143676,0.3903041481971741,0.421152114868164,0.08379796415053964,0.08990136931301915,0.03716679740885509,0.030847966670989935,0.4276801030331425,1.0922876436849527
p1_norm_central_fedavg_a100_valve_m6dB_s0,central,fedavg,100.0,valve,-6dB,0,734,479,0.43971668878108344,0.43862843868130186,0.4191182106733322,0.4189422726631164,0.08649004699392808,0.08575211655277526,-0.0010882500997815847,-0.0001759380102158148,-0.012636163993211177,0.9975251107643918
p1_norm_central_fedavg_a100_valve_m6dB_s1,central,fedavg,100.0,valve,-6dB,1,733,479,0.444747230121904,0.4452223849943635,0.4235812127590179,0.4232044219970703,0.08881801894597247,0.09547632051120152,0.0004751548724595267,-0.0003767907619475763,0.0051531161789336545,1.001068370616562
p1_norm_central_fedavg_a100_valve_m6dB_s2,central,fedavg,100.0,valve,-6dB,2,734,479,0.42882305075102345,0.42844047619803716,0.40916529297828674,0.4111397862434387,0.08643954951453474,0.08235430019946353,-0.0003825745529862923,0.0019744932651519775,-0.004531711947111223,0.999107849840823
p1_norm_central_fedavg_a100_valve_m6dB_s3,central,fedavg,100.0,valve,-6dB,3,733,479,0.4374851127031881,0.43586060236789487,0.4158686101436615,0.4167702794075012,0.09253408391489351,0.08596001780993119,-0.0016245103352932055,0.0009016692638397217,-0.018190064698652107,0.9962867071630038
p1_norm_central_fedavg_a100_valve_m6dB_s4,central,fedavg,100.0,valve,-6dB,4,733,479,0.45198347831162716,0.4467518217006158,0.4329488277435303,0.4271848797798157,0.10464575464948801,0.09290252676659547,-0.005231656611011382,-0.0057639479637146,-0.052872517774060455,0.9884251153813097
p1_norm_central_personalized_a0p05_fan_0dB_s0,central,personalized,0.05,fan,0dB,0,813,1475,0.48341848467548837,0.5391790080272545,0.4604244232177734,0.5065456032752991,0.07863047294000744,0.12027618552141907,0.05576052335176612,0.04612118005752569,0.5487709942893249,1.1153462788854616
p1_norm_central_personalized_a0p05_fan_0dB_s1,central,personalized,0.05,fan,0dB,1,813,1475,0.4636743672072961,0.5392070452843682,0.4508940279483795,0.5001916289329529,0.0634086421892166,0.11649691055750518,0.07553267807707215,0.049297600984573364,0.8053598526108564,1.1629002666936374
p1_norm_central_personalized_a0p05_fan_0dB_s2,central,personalized,0.05,fan,0dB,2,813,1475,0.49213724027114014,0.5721440187147108,0.4673153460025787,0.5402116179466248,0.0873801653861372,0.1379600336555916,0.08000677844357063,0.07289627194404608,0.6928582728189913,1.1625700554574805
p1_norm_central_personalized_a0p05_fan_0dB_s3,central,personalized,0.05,fan,0dB,3,812,1475,0.4576211702720872,0.5242437721713115,0.44543889164924616,0.4957728385925293,0.06187440391916291,0.10232095130983378,0.06662260189922425,0.05033394694328314,0.7879499886735117,1.1455846150203508
p1_norm_central_personalized_a0p05_fan_0dB_s4,central,personalized,0.05,fan,0dB,4,815,1475,0.4677269086881649,0.5460110250367957,0.4564622938632965,0.5178849101066589,0.06491329633860334,0.12598198241405026,0.07828411634863075,0.06142261624336243,0.781179099533727,1.1673714188653257
p1_norm_central_personalized_a0p05_fan_6dB_s0,central,personalized,0.05,fan,6dB,0,813,1475,0.4535992854855597,0.5685726590479835,0.4254110455513,0.5235359072685242,0.08872808200968045,0.15746809855721736,0.11497337356242376,0.09812486171722418,0.8995911733828952,1.2534690358679674
p1_norm_central_personalized_a0p05_fan_6dB_s1,central,personalized,0.05,fan,6dB,1,813,1475,0.41836447286136624,0.5582602485963853,0.3966506123542785,0.4897544085979461,0.081577564273527,0.1682856334696259,0.1398957757350191,0.0931037962436676,1.0578912529604854,1.3343873220835758
p1_norm_central_personalized_a0p05_fan_6dB_s2,central,personalized,0.05,fan,6dB,2,813,1475,0.44113596870597144,0.6187868837178764,0.3997158110141754,0.5749462246894836,0.09019815288106392,0.17403969815673254,0.17765091501190494,0.17523041367530823,1.2816591757733529,1.4027123780747832
p1_norm_central_personalized_a0p05_fan_6dB_s3,central,personalized,0.05,fan,6dB,3,812,1475,0.39569785434917865,0.534246082427138,0.38567578792572016,0.4931099116802215,0.05123199994168387,0.14138599496117144,0.13854822807795936,0.10743412375450134,1.3029279222593257,1.350136414830542
p1_norm_central_personalized_a0p05_fan_6dB_s4,central,personalized,0.05,fan,6dB,4,815,1475,0.4222126116050533,0.5636974867925806,0.4056897163391113,0.5336863994598389,0.07444665124375317,0.1467515869908174,0.14148487518752728,0.1279966831207276,1.2159453553843604,1.3351033846423215
p1_norm_central_personalized_a0p05_fan_m6dB_s0,central,personalized,0.05,fan,-6dB,0,813,1475,0.4635672297278307,0.48087333426637163,0.4417253136634826,0.4579783976078033,0.07919719371938078,0.08120687607866847,0.017306104538540923,0.01625308394432068,0.21576443075800406,1.0373324588726898
p1_norm_central_personalized_a0p05_fan_m6dB_s1,central,personalized,0.05,fan,-6dB,1,813,1475,0.461470275824067,0.48966975757631204,0.4413205087184906,0.465598315000534,0.07193406974821301,0.08661959964063325,0.028199481752245015,0.0242778062820434,0.35419294568797094,1.0611079049498648
p1_norm_central_personalized_a0p05_fan_m6dB_s2,central,personalized,0.05,fan,-6dB,2,813,1475,0.47676516264713703,0.48692816089775603,0.45228311419487,0.4646306037902832,0.08451921241417325,0.08351444837878139,0.010162998250619004,0.012347489595413208,0.12096167540518064,1.0213165706030012
p1_norm_central_personalized_a0p05_fan_m6dB_s3,central,personalized,0.05,fan,-6dB,3,812,1475,0.46242189377986737,0.4861996839612217,0.44283606112003326,0.4598533809185028,0.07682202161887418,0.09176148416871044,0.02377779018135434,0.017017319798469543,0.28098801245435245,1.0514201219734496
p1_norm_central_personalized_a0p05_fan_m6dB_s4,central,personalized,0.05,fan,-6dB,4,815,1475,0.4640161448095474,0.4894425760285329,0.4423258006572723,0.464186280965805,0.07446344801609167,0.09273854620080751,0.025426431218985523,0.021860480308532715,0.30233971477514376,1.0547964365106772
p1_norm_central_personalized_a0p05_slider_0dB_s0,central,personalized,0.05,slider,0dB,0,638,890,0.4386877981379488,1.0045360115806707,0.40837159752845764,0.9377626180648804,0.09746141478662233,0.45795511349357587,0.565848213442722,0.5293910205364227,1.7091227774993498,2.2898654027864858
p1_norm_central_personalized_a0p05_slider_0dB_s1,central,personalized,0.05,slider,0dB,1,638,890,0.44511408463914565,1.003667447171854,0.4255383610725403,0.8856273293495178,0.093440479870166,0.4799164393553003,0.5585533625327084,0.46008896827697754,1.6156023119581397,2.2548543885901253
p1_norm_central_personalized_a0p05_slider_0dB_s2,central,personalized,0.05,slider,0dB,2,638,890,0.43858904893682293,0.9752397821525509,0.4202815294265747,0.9177002906799316,0.09414604793075183,0.35941019855148565,0.536650733215728,0.49741876125335693,2.0427045513888342,2.2235844340313897
p1_norm_central_personalized_a0p05_slider_0dB_s3,central,personalized,0.05,slider,0dB,3,639,890,0.45508661367150727,1.0254851815740713,0.4271000921726227,0.956751674413681,0.11034269965707175,0.3951111320245235,0.570398567902564,0.5296515822410583,1.9663754315655715,2.2533846322148507
p1_norm_central_personalized_a0p05_slider_0dB_s4,central,personalized,0.05,slider,0dB,4,638,890,0.4487477540502728,0.9721501132075706,0.42671979963779444,0.896535336971283,0.09513032271649927,0.4177629845441422,0.5234023591572978,0.4698155373334885,1.7275995790615293,2.1663620696331365
p1_norm_central_personalized_a0p05_slider_6dB_s0,central,personalized,0.05,slider,6dB,0,638,890,0.4178442877474997,1.2387199230073542,0.38887447118759155,1.219277799129486,0.0909624501044194,0.69545908887157,0.8208756352598545,0.8304033279418945,1.6551501328309741,2.9645491378738287
p1_norm_central_personalized_a0p05_slider_6dB_s1,central,personalized,0.05,slider,6dB,1,638,890,0.4251619016395467,1.2700161813685062,0.4093664586544037,1.1523821949958801,0.09143470660010804,0.7091724491884094,0.8448542797289595,0.7430157363414764,1.6709556058073507,2.987135433515934
p1_norm_central_personalized_a0p05_slider_6dB_s2,central,personalized,0.05,slider,6dB,2,638,890,0.3995181400574113,1.2327621605289116,0.38823947310447693,1.2001045942306519,0.08328250551921633,0.5509405811591165,0.8332440204715004,0.8118651211261749,2.114834243230987,3.0856224960192344
p1_norm_central_personalized_a0p05_slider_6dB_s3,central,personalized,0.05,slider,6dB,3,639,890,0.4193760455121084,1.315930089220572,0.394700825214386,1.3439589142799377,0.09311572911419112,0.5875854912237295,0.8965540437084637,0.9492580890655518,2.1312503693636793,3.137828455637383
p1_norm_central_personalized_a0p05_slider_6dB_s4,central,personalized,0.05,slider,6dB,4,638,890,0.44075326126384134,1.2664648727754528,0.4137693047523498,1.1915156841278076,0.10624087659548646,0.6661138183627002,0.8257116115116114,0.7777463793754578,1.7311719248222401,2.873410100571731
p1_norm_central_personalized_a0p05_slider_m6dB_s0,central,personalized,0.05,slider,-6dB,0,638,890,0.4274177697945538,0.6820669346645977,0.4038151800632477,0.6471112072467804,0.08135466152775593,0.21316361262990582,0.25464916487004385,0.24329602718353271,1.578397580322544,1.5957851611842102
p1_norm_central_personalized_a0p05_slider_m6dB_s1,central,personalized,0.05,slider,-6dB,1,638,890,0.448066094966144,0.7240950710318061,0.42313356697559357,0.6737861633300781,0.09919678699758012,0.2287817740101624,0.2760289760656621,0.25065259635448456,1.5654545478745068,1.61604522003951
p1_norm_central_personalized_a0p05_slider_m6dB_s2,central,personalized,0.05,slider,-6dB,2,638,890,0.43802180451846046,0.7079979079492976,0.41270866990089417,0.6867515444755554,0.09285601770181966,0.20594470437061682,0.26997610343083717,0.27404287457466125,1.6900684733389881,1.6163531144930914
p1_norm_central_personalized_a0p05_slider_m6dB_s3,central,personalized,0.05,slider,-6dB,3,639,890,0.44075217647171916,0.7096570288197378,0.4106787145137787,0.672109067440033,0.0994195232836041,0.21935455031386047,0.26890485234801864,0.2614303529262543,1.5790546751829229,1.6101044230811028
p1_norm_central_personalized_a0p05_slider_m6dB_s4,central,personalized,0.05,slider,-6dB,4,638,890,0.44496843307556405,0.7105825620086006,0.4184967279434204,0.6753878593444824,0.10372388161604029,0.20062443827506837,0.26561412893303654,0.256891131401062,1.6631965663482522,1.596928027224642
p1_norm_central_personalized_a0p05_valve_0dB_s0,central,personalized,0.05,valve,0dB,0,736,479,0.4105781146284679,0.4329698751515287,0.3930131644010544,0.4154517352581024,0.0765239236842881,0.07699879184644323,0.0223917605230608,0.022438570857048035,0.2917047595107672,1.0545371507278782
p1_norm_central_personalized_a0p05_valve_0dB_s1,central,personalized,0.05,valve,0dB,1,736,479,0.4147042144575845,0.4361171004418789,0.39794331789016724,0.4188644587993622,0.07955511248483296,0.07661655150758875,0.021412885984294416,0.020921140909194946,0.27417389075753734,1.0516341171316563
p1_norm_central_personalized_a0p05_valve_0dB_s2,central,personalized,0.05,valve,0dB,2,735,479,0.40842004783299507,0.4375797210257337,0.3913381397724151,0.4193417727947235,0.08105411595180169,0.08143327787294216,0.029159673192738655,0.028003633022308405,0.3589151517203049,1.0713962826934054
p1_norm_central_personalized_a0p05_valve_0dB_s3,central,personalized,0.05,valve,0dB,3,737,479,0.42098667793066885,0.4416169382958422,0.4028716087341308,0.427274614572525,0.10978432089549425,0.08797496156457965,0.020630260365173347,0.02440300583839422,0.20738281747426135,1.049004544434945
p1_norm_central_personalized_a0p05_valve_0dB_s4,central,personalized,0.05,valve,0dB,4,736,479,0.407385954471386,0.4355146594983302,0.3925416171550751,0.4194962680339813,0.07243903561303108,0.07523144772955767,0.0281287050269442,0.02695465087890625,0.38089774782154334,1.0690468208788477
p1_norm_central_personalized_a0p05_valve_6dB_s0,central,personalized,0.05,valve,6dB,0,736,479,0.3709378730019797,0.4194698906143921,0.35976615548133845,0.3987472057342529,0.054882248041426836,0.0805847195185499,0.04853201761241238,0.03898105025291443,0.7039558055385348,1.130835973203937
p1_norm_central_personalized_a0p05_valve_6dB_s1,central,personalized,0.05,valve,6dB,1,736,479,0.37793758058029675,0.4262046633533247,0.3624642342329025,0.4053177833557129,0.07474247133628271,0.08456213941664464,0.048267082773027936,0.042853549122810364,0.6048242474384254,1.1277117843081845
p1_norm_central_personalized_a0p05_valve_6dB_s2,central,personalized,0.05,valve,6dB,2,735,479,0.38289435558578594,0.4352768797092995,0.3707408308982849,0.4192492663860321,0.06107236223897907,0.10138665240170873,0.052382524123513574,0.04850843548774719,0.6258878309869291,1.1368067284339414
p1_norm_central_personalized_a0p05_valve_6dB_s3,central,personalized,0.05,valve,6dB,3,737,479,0.3871597876137924,0.43574619168777307,0.376375287771225,0.4230732917785644,0.07511203796215149,0.11836984681001389,0.04858640407398068,0.04669800400733942,0.4901315837613878,1.1254944486188416
p1_norm_central_personalized_a0p05_valve_6dB_s4,central,personalized,0.05,valve,6dB,4,736,479,0.3784897981778435,0.42804261687404177,0.366436168551445,0.4108766615390777,0.0663317532354856,0.08029285492110416,0.049552818696198264,0.044440492987632696,0.6728707710701389,1.1309224685440915
p1_norm_central_personalized_a0p05_valve_m6dB_s0,central,personalized,0.05,valve,-6dB,0,736,479,0.42324758078093117,0.42873683833130216,0.4027055948972702,0.4116637706756592,0.08274142825488505,0.07546565062440169,0.005489257550370996,0.008958175778388977,0.06932005743286358,1.0129693772619865
p1_norm_central_personalized_a0p05_valve_m6dB_s1,central,personalized,0.05,valve,-6dB,1,736,479,0.4176901308414729,0.42279684724041217,0.4012826383113861,0.4055464267730713,0.07092135386090713,0.07505187099282228,0.005106716398939282,0.004263788461685181,0.06993985632329651,1.0122260882454928
p1_norm_central_personalized_a0p05_valve_m6dB_s2,central,personalized,0.05,valve,-6dB,2,735,479,0.4183335717843503,0.42563999165821675,0.4020253121852875,0.4098648130893707,0.0752934151010559,0.07899376380546184,0.007306419873866432,0.007839500904083252,0.09468472328969461,1.0174655355598208
p1_norm_central_personalized_a0p05_valve_m6dB_s3,central,personalized,0.05,valve,-6dB,3,737,479,0.4322386918996374,0.43326226194118905,0.4136651456356048,0.4184858500957489,0.08364274824164886,0.08135462204023332,0.0010235700415516802,0.0048207044601440985,0.012405914490695325,1.0023680666741175
p1_norm_central_personalized_a0p05_valve_m6dB_s4,central,personalized,0.05,valve,-6dB,4,736,479,0.4157910974615294,0.4254468587345768,0.3953351527452469,0.4083546102046966,0.0872901480917032,0.08660146303984534,0.009655761273047403,0.013019457459449713,0.11105406966881573,1.0232226262947846
p1_norm_central_personalized_a0p5_fan_0dB_s0,central,personalized,0.5,fan,0dB,0,811,1475,0.4696497032292527,0.5169606894961858,0.4417921006679535,0.4877609312534332,0.07917630069458648,0.09851231441308088,0.047310986266933086,0.045968830585479736,0.5293904521743609,1.1007367532474281
p1_norm_central_personalized_a0p5_fan_0dB_s1,central,personalized,0.5,fan,0dB,1,812,1475,0.4477836752833404,0.5175750268515894,0.4322659522294998,0.4883752763271332,0.06130254114094295,0.10342468456068526,0.069791351568249,0.05610932409763336,0.8209421648961931,1.1558595264199565
p1_norm_central_personalized_a0p5_fan_0dB_s2,central,personalized,0.5,fan,0dB,2,811,1475,0.4499688156583012,0.5036752207400436,0.4360674917697906,0.4789802730083465,0.0637240284909375,0.08715585454950353,0.05370640508174235,0.04291278123855591,0.703476578554508,1.1193558380332873
p1_norm_central_personalized_a0p5_fan_0dB_s3,central,personalized,0.5,fan,0dB,3,811,1475,0.4460760605247041,0.5013379562305191,0.4320847690105438,0.4767485558986664,0.060623430724765115,0.08811023861651633,0.05526189570581502,0.04466378688812256,0.7307251663020954,1.1238844685832554
p1_norm_central_personalized_a0p5_fan_0dB_s4,central,personalized,0.5,fan,0dB,4,812,1475,0.4517718740725165,0.5155861828286769,0.4311087280511856,0.485632985830307,0.06620412698561684,0.10287276765726668,0.06381430875616034,0.0545242577791214,0.7377058096516004,1.141253390081378
p1_norm_central_personalized_a0p5_fan_6dB_s0,central,personalized,0.5,fan,6dB,0,811,1475,0.42370328450467526,0.545955177808212,0.3930810391902923,0.4983139634132385,0.0828937957839974,0.15339154447708161,0.12225189330353675,0.10523292422294622,0.9915881293328433,1.2885318518275206
p1_norm_central_personalized_a0p5_fan_6dB_s1,central,personalized,0.5,fan,6dB,1,812,1475,0.3856907740895971,0.5126558679039196,0.3786671906709671,0.466335266828537,0.03989791623986918,0.12955481530894056,0.12696509381432247,0.08766807615756989,1.3245561449986545,1.3291888277960937
p1_norm_central_personalized_a0p5_fan_6dB_s2,central,personalized,0.5,fan,6dB,2,811,1475,0.38092534484757445,0.4883214885703588,0.3709018230438232,0.4555231034755707,0.03656742911822779,0.10711995963028484,0.10739614372278433,0.08462128043174749,1.3418301582650387,1.281934886127775
p1_norm_central_personalized_a0p5_fan_6dB_s3,central,personalized,0.5,fan,6dB,3,811,1475,0.3886558528525615,0.5048596857159825,0.38311767578125,0.4729991853237152,0.03792650275034105,0.10974769170102786,0.11620383286342101,0.08988150954246521,1.4152806830446856,1.2989890207764438
p1_norm_central_personalized_a0p5_fan_6dB_s4,central,personalized,0.5,fan,6dB,4,812,1475,0.39693069942479065,0.5175109214701895,0.37890152633190155,0.4775953292846679,0.06651396098841626,0.132939334492203,0.12058022204539887,0.09869380295276636,1.1471618035614148,1.303781547308225
p1_norm_central_personalized_a0p5_fan_m6dB_s0,central,personalized,0.5,fan,-6dB,0,811,1475,0.4624339657411916,0.47310601303132915,0.4402402341365814,0.450653463602066,0.07995172555412387,0.08037403125650622,0.010672047290137543,0.010413229465484564,0.13312908019508535,1.0230779918448083
p1_norm_central_personalized_a0p5_fan_m6dB_s1,central,personalized,0.5,fan,-6dB,1,812,1475,0.4581843558423625,0.48121185807858485,0.43799644708633423,0.4563356935977936,0.07351632275451893,0.08387055605298824,0.023027502236222352,0.01833924651145935,0.2919916926441193,1.0502581590632591
p1_norm_central_personalized_a0p5_fan_m6dB_s2,central,personalized,0.5,fan,-6dB,2,811,1475,0.4601910378871217,0.47019049337354757,0.4342665672302246,0.4498297870159149,0.08106390015426572,0.07563097643395279,0.00999945548642589,0.015563219785690308,0.12755299610703597,1.021728922693359
p1_norm_central_personalized_a0p5_fan_m6dB_s3,central,personalized,0.5,fan,-6dB,3,811,1475,0.462258144055577,0.4697288685733989,0.4402291476726532,0.4481977522373199,0.07713977968909493,0.07678752987287926,0.007470724517821881,0.007968604564666693,0.09706795990423474,1.016161369169785
p1_norm_central_personalized_a0p5_fan_m6dB_s4,central,personalized,0.5,fan,-6dB,4,812,1475,0.4671151093000849,0.4778470576617677,0.4431290626525879,0.4543982446193695,0.08554810733709108,0.08282834532546483,0.010731948361682841,0.011269181966781616,0.1274590170134121,1.0229749544555802
p1_norm_central_personalized_a0p5_slider_0dB_s0,central,personalized,0.5,slider,0dB,0,638,890,0.4444317730803475,0.9967319635192999,0.4227095395326614,0.9496508240699768,0.09119908773582978,0.38665485432046154,0.5523001904389524,0.5269412845373154,1.966120825126974,2.2427108588816034
p1_norm_central_personalized_a0p5_slider_0dB_s1,central,personalized,0.5,slider,0dB,1,637,890,0.44398263981054115,1.0241806684919956,0.4319913387298584,0.936671644449234,0.08141150426511866,0.4234283395062416,0.5801980286814545,0.5046803057193756,1.9029566797042563,2.306803412243866
p1_norm_central_personalized_a0p5_slider_0dB_s2,central,personalized,0.5,slider,0dB,2,637,890,0.4315235929642592,0.9949993341491463,0.4171253144741058,0.9260437190532684,0.07827767202625718,0.33055706824114106,0.5634757411848872,0.5089184045791626,2.3458272701689236,2.3057820021246367
p1_norm_central_personalized_a0p5_slider_0dB_s3,central,personalized,0.5,slider,0dB,3,636,890,0.42764789723562746,0.994824124119255,0.4098672866821289,0.9332017600536346,0.07602653325777016,0.33214285692183704,0.5671762268836276,0.5233344733715057,2.354067673926116,2.32626918207696
p1_norm_central_personalized_a0p5_slider_0dB_s4,central,personalized,0.5,slider,0dB,4,636,890,0.4419733600796394,1.0323331164510063,0.4257845878601074,0.9523166418075562,0.08229977567431561,0.45069635875998926,0.590359756371367,0.5265320539474487,1.8223216994522091,2.335736063967724
p1_norm_central_personalized_a0p5_slider_6dB_s0,central,personalized,0.5,slider,6dB,0,638,890,0.4243575626966722,1.2825298506222413,0.40192563831806183,1.2740329504013062,0.0912377327839271,0.6191026038575025,0.8581722879255691,0.8721073120832443,1.9393727537361862,3.0222858347854746
p1_norm_central_personalized_a0p5_slider_6dB_s1,central,personalized,0.5,slider,6dB,1,637,890,0.4163048599073239,1.3085850861300243,0.3990107476711273,1.2546099424362183,0.07925880782411558,0.7194372187375245,0.8922802262227004,0.8555991947650909,1.7434268369342287,3.1433336772031346
p1_norm_central_personalized_a0p5_slider_6dB_s2,central,personalized,0.5,slider,6dB,2,637,890,0.4018381830287316,1.282737251078145,0.3873245120048523,1.1836835741996765,0.07690688925088462,0.5425770228317689,0.8808990680494133,0.7963590621948242,2.2733182148336173,3.192173629220369
p1_norm_central_personalized_a0p5_slider_6dB_s3,central,personalized,0.5,slider,6dB,3,636,890,0.4071700430516177,1.2983131674903163,0.391899973154068,1.262968361377716,0.07955877000959746,0.5261187156218935,0.8911431244386987,0.8710683882236481,2.368476772192753,3.188626446483753
p1_norm_central_personalized_a0p5_slider_6dB_s4,central,personalized,0.5,slider,6dB,4,636,890,0.41586692757763954,1.3397479070371456,0.40250320732593536,1.303181529045105,0.07186584921766381,0.7673181649818112,0.9238809794595061,0.9006783217191696,1.6953487647503227,3.221578390089757
p1_norm_central_personalized_a0p5_slider_m6dB_s0,central,personalized,0.5,slider,-6dB,0,638,890,0.4321736141712314,0.7089094233311964,0.41285306215286255,0.6739494800567627,0.08010622141831082,0.20882637039722546,0.27673580915996504,0.26109641790390015,1.7497855010008623,1.640334810098609
p1_norm_central_personalized_a0p5_slider_m6dB_s1,central,personalized,0.5,slider,-6dB,1,637,890,0.44294399809051344,0.727201173546609,0.4204712510108948,0.6834570169448853,0.08201610741014756,0.2024226839188449,0.2842571754560955,0.2629857659339905,1.840602595066729,1.6417451792585502
p1_norm_central_personalized_a0p5_slider_m6dB_s2,central,personalized,0.5,slider,-6dB,2,637,890,0.434308043220541,0.7108615438589889,0.4164844453334808,0.6828070878982544,0.08337458141338504,0.17807772111085268,0.2765535006384479,0.2663226425647736,1.9890532412378936,1.6367680842097931
p1_norm_central_personalized_a0p5_slider_m6dB_s3,central,personalized,0.5,slider,-6dB,3,636,890,0.43107641282134085,0.723009700621112,0.4110855311155319,0.6884488761425018,0.08593532145029964,0.2209305222885652,0.2919332877997712,0.2773633450269699,1.7416027494121447,1.6772193493239507
