schema_version,run_id,paper_id,experiment_id,seed,round,site_id,machine_id,normalization,model_family,n_normal,n_anomaly,auroc,auprc,partial_auroc_fpr_0_1,f1_at_threshold,threshold,host,bundle_dir,algorithm,alpha,machine_type,db_level
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_fan_m6dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_fan_m6dB_s4,4,30,9,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,77,147,0.3650499160703242,0.6009616241358117,0.054421768707483,0.1125,0.6203975677490234,master,p1_norm_federated_train_fedavg_a0p5_fan_m6dB_s4,fedavg,0.5,fan,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,0,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,37,89,0.88095961129669,0.9556662689311268,0.7066504706954144,0.8765432098765432,0.6869049668312073,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,1,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,51,103,0.972206358271464,0.9864746364520944,0.8577955454026271,0.94,0.553269624710083,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,2,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,87,94,0.9653949620934212,0.9629368606944948,0.7507948153582783,0.8876404494382022,0.5904752612113953,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,3,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,77,81,0.9900593233926568,0.9909263267563108,0.9155042488375822,0.9440993788819876,0.5391927361488342,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,4,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,41,97,0.981644455619814,0.9915873039252276,0.8332914256977622,0.9411764705882352,0.5731529593467712,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,5,id_00;id_04;id_06,federated_train,ConvAutoencoder,16,60,0.9572916666666668,0.9881100674442496,0.7645833333333333,0.8807339449541285,0.7120614051818848,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,6,id_00;id_02;id_06,federated_train,ConvAutoencoder,88,79,0.9837456846950516,0.9822397164978304,0.8495397008055235,0.8947368421052632,0.647630512714386,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,7,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,128,110,0.9639204545454544,0.9622659811926456,0.7869318181818183,0.8695652173913043,0.556699812412262,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,8,id_00;id_04;id_06,federated_train,ConvAutoencoder,88,69,0.9850131752305664,0.9806855024416667,0.8563899868247694,0.9117647058823528,0.6030796766281128,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,0,30,9,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,25,108,0.9748148148148148,0.9943001832298722,0.887037037037037,0.9371980676328504,0.6175843477249146,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s0,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,0,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,55,89,0.9983656792645555,0.9989974086127856,0.9836567926455566,0.9777777777777776,0.5245835781097412,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,1,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,45,95,0.9978947368421052,0.9989934314001776,0.9789473684210528,0.9844559585492229,0.5382557511329651,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,2,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,40,102,0.9825980392156862,0.98853856271762,0.8259803921568628,0.9902912621359224,0.5044963955879211,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,3,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,76,74,0.9957325746799432,0.9956832120623332,0.9598150782361308,0.9668874172185432,0.561092734336853,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,4,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,84,91,0.9744897959183674,0.9748574313456344,0.805337519623234,0.9333333333333332,0.55543053150177,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,5,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,22,91,1.0,1.0,1.0,0.9891304347826086,0.5378284454345703,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,6,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,76,99,0.9998670919723552,0.9998984797469646,0.9986709197235512,0.9801980198019802,0.5342709422111511,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,7,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,125,106,0.9962264150943396,0.9946758620031064,0.9622641509433962,0.9680365296803652,0.5280131101608276,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,8,id_00;id_04;id_06,federated_train,ConvAutoencoder,56,52,0.9979395604395604,0.9976893775172472,0.9793956043956044,0.97196261682243,0.5513764023780823,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,2,30,9,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,58,91,0.9962106858658584,0.9974098310793376,0.9621068586585828,0.9782608695652174,0.5997396111488342,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,0,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,85,102,0.9889273356401383,0.9911131830190952,0.908881199538639,0.9246231155778896,0.5720506906509399,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,1,id_00;id_02;id_04,federated_train,ConvAutoencoder,125,91,0.9869010989010988,0.9819454794342586,0.8716483516483516,0.9230769230769232,0.5982117652893066,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,2,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,66,81,0.9637111859334082,0.9692181504637928,0.7358772914328469,0.8590604026845637,0.5901368856430054,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,3,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,36,96,0.949074074074074,0.978550383344096,0.6637731481481481,0.8402366863905325,0.6689969301223755,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,4,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,49,87,0.96293689889749,0.977979229690298,0.7271874266948158,0.8311688311688312,0.6427876353263855,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,5,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,63,84,0.9625850340136054,0.97273698650914,0.7664399092970521,0.8571428571428571,0.5665737986564636,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,6,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,46,103,0.9879696074292952,0.9938187122165324,0.8796960742929507,0.9758454106280192,0.5162143111228943,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,7,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,30,97,0.9797250859106528,0.9932672469542952,0.8350515463917526,0.9239130434782608,0.5948652029037476,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,8,id_00;id_04;id_06,federated_train,ConvAutoencoder,25,62,0.984516129032258,0.9934391092469744,0.8548387096774194,0.905982905982906,0.557280421257019,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,P1,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,4,30,9,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,111,87,0.984570777674226,0.9798067599001822,0.8466397431914675,0.8928571428571429,0.5899508595466614,master,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s4,fedavg,0.5,slider,0dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,0,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,54,89,0.9895963379109448,0.9934989730441696,0.8972118185601332,0.9364161849710982,0.6074849963188171,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,1,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,85,85,0.98560553633218,0.9862878840992352,0.8899653979238753,0.9349112426035504,0.54793381690979,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,2,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,89,90,0.9915106117353308,0.9918987609649548,0.9192259675405742,0.9325842696629212,0.5203715562820435,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,3,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,80,97,0.95,0.958899887414564,0.711340206185567,0.8651685393258427,0.6386727094650269,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,4,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,47,109,0.9859457349209448,0.9933529886136592,0.8676556705055632,0.9532710280373832,0.5680964589118958,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,5,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,163,79,0.99363205715617,0.988399044723196,0.9407470684165568,0.906832298136646,0.5586224794387817,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,6,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,32,83,0.9875753012048192,0.9948401880048232,0.8787650602409639,0.9506172839506172,0.6207394003868103,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,7,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,34,102,1.0,1.0,1.0,0.9902912621359224,0.4880324006080627,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,8,id_00;id_04;id_06,federated_train,ConvAutoencoder,44,72,0.9908459595959596,0.9935860449124978,0.908459595959596,0.979591836734694,0.5464051961898804,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,1,30,9,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,9,84,1.0,1.0,1.0,0.9940828402366864,0.4836210310459137,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s1,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,0,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,64,79,0.9875395569620252,0.9889199058688404,0.8753955696202532,0.935897435897436,0.6001157164573669,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,1,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,34,101,1.0,1.0,1.0,0.9901960784313726,0.5090962052345276,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,2,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,41,98,1.0,1.0,1.0,0.98989898989899,0.5122790336608887,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,3,id_00;id_02;id_04,federated_train,ConvAutoencoder,53,91,1.0,1.0,1.0,0.9837837837837838,0.5517629981040955,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,4,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,85,93,1.0,1.0,1.0,0.9738219895287958,0.5106461644172668,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,5,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,91,88,0.9927572427572428,0.9922679494720532,0.9275724275724276,0.9491525423728814,0.599423885345459,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,6,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,88,81,0.9949494949494948,0.9930909520218032,0.9494949494949496,0.9700598802395208,0.5353003740310669,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,7,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,102,86,0.9972640218878248,0.9962467049056796,0.972640218878249,0.9662921348314608,0.4901274144649505,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,8,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,71,92,0.9984690753214942,0.9987634636212356,0.984690753214942,0.9787234042553192,0.4973770678043365,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,3,30,9,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,7,81,1.0,1.0,1.0,0.9938650306748468,0.4834080636501312,master,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,fedavg,0.5,slider,6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,0,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,54,89,0.9090719933416562,0.9380194765475792,0.4997919267582189,0.6762589928057554,0.652590274810791,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,1,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,85,85,0.9505882352941176,0.954057626201374,0.7301038062283738,0.8461538461538461,0.5567240118980408,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,2,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,89,90,0.9292134831460674,0.930743029211734,0.6212234706616728,0.7741935483870968,0.5735483765602112,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,3,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,80,97,0.8643041237113402,0.8758224507105801,0.4085051546391753,0.6258503401360545,0.626764714717865,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,4,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,47,109,0.961545969158696,0.9821663568164484,0.7339449541284404,0.8571428571428571,0.5380675792694092,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,5,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,163,79,0.9353886774869924,0.888825806240757,0.6471227770443427,0.7605633802816901,0.5775566101074219,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,6,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,32,83,0.9743975903614458,0.990696420920862,0.8795180722891566,0.9375,0.5477825403213501,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,7,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,34,102,0.9604959630911188,0.9821524587914854,0.6591695501730105,0.8695652173913043,0.5659196376800537,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,8,id_00;id_04;id_06,federated_train,ConvAutoencoder,44,72,0.9501262626262628,0.966362115755397,0.6666666666666667,0.8549618320610687,0.6073922514915466,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,1,30,9,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,9,84,0.9365079365079364,0.9904526027703316,0.4523809523809524,0.8356164383561644,0.6210703253746033,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s1,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,3,30,0,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,64,79,0.8716376582278481,0.8880198614813231,0.4220727848101266,0.6612903225806451,0.5807915329933167,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,3,30,1,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,34,101,0.9635993011065812,0.9755366450750592,0.691322073383809,0.9543147208121828,0.5294307470321655,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,3,30,2,id_00;id_02;id_04;id_06,federated_train,ConvAutoencoder,41,98,0.9661523145843705,0.9825379547224122,0.6754604280736685,0.8636363636363636,0.5863035321235657,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,fedavg,0.5,slider,-6dB
p1-evidence-logging-v1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,P1,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,3,30,3,id_00;id_02;id_04,federated_train,ConvAutoencoder,53,91,0.9726311424424632,0.975142166437344,0.7402031930333819,0.9378531073446328,0.5970425605773926,master,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s3,fedavg,0.5,slider,-6dB
