anchor,comparator,comparator_label,alpha_slug,machine_type,db_level,seed,anchor_auroc,comparator_auroc,delta_anchor_minus_comparator
local_only,personalized,Personalized FL,a0p05,slider,-6dB,0,0.8150365458368638,0.7523521763066151,0.0626843695302487
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,1,0.7441177899271255,0.7574790829074705,-0.013361292980344941
local_only,fedavg,FedAvg,a0p05,slider,-6dB,1,0.7441177899271255,0.7339965260035344,0.01012126392359114
local_only,fedprox,FedProx,a0p05,slider,-6dB,1,0.7441177899271255,0.743494997126022,0.0006227928011035555
local_only,personalized,Personalized FL,a0p05,slider,-6dB,1,0.7441177899271255,0.7360540355276879,0.008063754399437628
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,2,0.6854192112299273,0.785225035689897,-0.09980582445996966
local_only,fedavg,FedAvg,a0p05,slider,-6dB,2,0.6854192112299273,0.7591595525434958,-0.07374034131356844
local_only,fedprox,FedProx,a0p05,slider,-6dB,2,0.6854192112299273,0.7503917243993383,-0.064972513169411
local_only,personalized,Personalized FL,a0p05,slider,-6dB,2,0.6854192112299273,0.7596068943263714,-0.07418768309644408
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,3,0.7461807516991908,0.749068923653104,-0.00288817195391311
local_only,fedavg,FedAvg,a0p05,slider,-6dB,3,0.7461807516991908,0.7525672019957684,-0.006386450296577584
local_only,fedprox,FedProx,a0p05,slider,-6dB,3,0.7461807516991908,0.7440622333121475,0.0021185183870433555
local_only,personalized,Personalized FL,a0p05,slider,-6dB,3,0.7461807516991908,0.7581863692893765,-0.012005617590185702
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,4,0.7159972785595522,0.7661250823026537,-0.05012780374310155
local_only,fedavg,FedAvg,a0p05,slider,-6dB,4,0.7159972785595522,0.7594382298434409,-0.043440951283888696
local_only,fedprox,FedProx,a0p05,slider,-6dB,4,0.7159972785595522,0.7505934810472058,-0.034596202487653605
local_only,personalized,Personalized FL,a0p05,slider,-6dB,4,0.7159972785595522,0.7615950256928582,-0.045597747133306
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,5,0.6502551341150102,0.7364373266469492,-0.08618219253193893
local_only,fedavg,FedAvg,a0p05,slider,-6dB,5,0.6502551341150102,0.7357371374227593,-0.08548200330774902
local_only,fedprox,FedProx,a0p05,slider,-6dB,5,0.6502551341150102,0.7274244839091862,-0.077169349794176
local_only,personalized,Personalized FL,a0p05,slider,-6dB,5,0.6502551341150102,0.7316862825493273,-0.08143114843431709
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,6,0.8364862274160277,0.8626167221101563,-0.026130494694128537
local_only,fedavg,FedAvg,a0p05,slider,-6dB,6,0.8364862274160277,0.859458100659044,-0.022971873243016305
local_only,fedprox,FedProx,a0p05,slider,-6dB,6,0.8364862274160277,0.8500186356323901,-0.013532408216362368
local_only,personalized,Personalized FL,a0p05,slider,-6dB,6,0.8364862274160277,0.8611741453282582,-0.02468791791223046
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,7,0.7761106185166604,0.7719053401974099,0.004205278319250549
local_only,fedavg,FedAvg,a0p05,slider,-6dB,7,0.7761106185166604,0.7630573844535051,0.013053234063155283
local_only,fedprox,FedProx,a0p05,slider,-6dB,7,0.7761106185166604,0.7588653298036286,0.01724528871303177
local_only,personalized,Personalized FL,a0p05,slider,-6dB,7,0.7761106185166604,0.7652184919499939,0.010892126566666493
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,8,0.7353297691288635,0.7836347143351453,-0.04830494520628181
local_only,fedavg,FedAvg,a0p05,slider,-6dB,8,0.7353297691288635,0.7726225052218624,-0.03729273609299888
local_only,fedprox,FedProx,a0p05,slider,-6dB,8,0.7353297691288635,0.7746419575541209,-0.03931218842525741
local_only,personalized,Personalized FL,a0p05,slider,-6dB,8,0.7353297691288635,0.7794938912979568,-0.04416412216909327
local_only,clustered_fl,Clustered FL,a0p05,slider,-6dB,9,0.8115284345665703,0.8080918925187388,0.0034365420478315034
local_only,fedavg,FedAvg,a0p05,slider,-6dB,9,0.8115284345665703,0.8049695615542027,0.006558873012367572
local_only,fedprox,FedProx,a0p05,slider,-6dB,9,0.8115284345665703,0.7929997421931572,0.018528692373413147
local_only,personalized,Personalized FL,a0p05,slider,-6dB,9,0.8115284345665703,0.8143500384705733,-0.0028216039040029894
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,0,0.9050210529115934,0.9196646927403473,-0.01464363982875394
local_only,fedavg,FedAvg,a0p05,slider,0dB,0,0.9050210529115934,0.7897314022615491,0.11528965065004426
local_only,fedprox,FedProx,a0p05,slider,0dB,0,0.9050210529115934,0.8382701307713455,0.06675092214024791
local_only,personalized,Personalized FL,a0p05,slider,0dB,0,0.9050210529115934,0.8095074223535402,0.09551363055805318
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,1,0.8670999685389671,0.8670122284592925,8.774007967460307e-05
local_only,fedavg,FedAvg,a0p05,slider,0dB,1,0.8670999685389671,0.8642235984183161,0.002876370120651006
local_only,fedprox,FedProx,a0p05,slider,0dB,1,0.8670999685389671,0.8625722804482974,0.004527688090669724
local_only,personalized,Personalized FL,a0p05,slider,0dB,1,0.8670999685389671,0.8689129490269659,-0.0018129804879988276
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,2,0.7897386338726643,0.8444074886254472,-0.054668854752782936
local_only,fedavg,FedAvg,a0p05,slider,0dB,2,0.7897386338726643,0.8379153085228209,-0.048176674650156626
local_only,fedprox,FedProx,a0p05,slider,0dB,2,0.7897386338726643,0.8443618141153878,-0.0546231802427235
local_only,personalized,Personalized FL,a0p05,slider,0dB,2,0.7897386338726643,0.8420580247778736,-0.05231939090520932
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,3,0.8235996613679659,0.8212963437715336,0.0023033175964323194
local_only,fedavg,FedAvg,a0p05,slider,0dB,3,0.8235996613679659,0.8232942633760829,0.0003053979918830052
local_only,fedprox,FedProx,a0p05,slider,0dB,3,0.8235996613679659,0.8159646051036582,0.007635056264307716
local_only,personalized,Personalized FL,a0p05,slider,0dB,3,0.8235996613679659,0.827428313980317,-0.003828652612351102
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,4,0.8301571358848351,0.8531209098658308,-0.022963773980995694
local_only,fedavg,FedAvg,a0p05,slider,0dB,4,0.8301571358848351,0.8487008809092574,-0.018543745024422353
local_only,fedprox,FedProx,a0p05,slider,0dB,4,0.8301571358848351,0.8464524454887726,-0.016295309603937547
local_only,personalized,Personalized FL,a0p05,slider,0dB,4,0.8301571358848351,0.8578741277740213,-0.027716991889186193
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,5,0.8655150295852214,0.8836963277554479,-0.018181298170226512
local_only,fedavg,FedAvg,a0p05,slider,0dB,5,0.8655150295852214,0.8761452494543842,-0.010630219869162794
local_only,fedprox,FedProx,a0p05,slider,0dB,5,0.8655150295852214,0.8821594972304753,-0.016644467645253846
local_only,personalized,Personalized FL,a0p05,slider,0dB,5,0.8655150295852214,0.8725160127374038,-0.0070009831521823385
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,6,0.9076241512279459,0.9263459395496229,-0.018721788321676924
local_only,fedavg,FedAvg,a0p05,slider,0dB,6,0.9076241512279459,0.9233923344905544,-0.015768183262608426
local_only,fedprox,FedProx,a0p05,slider,0dB,6,0.9076241512279459,0.9118086715282809,-0.004184520300335004
local_only,personalized,Personalized FL,a0p05,slider,0dB,6,0.9076241512279459,0.9235455215754627,-0.015921370347516728
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,7,0.8184199930499155,0.7806129924544297,0.03780700059548581
local_only,fedavg,FedAvg,a0p05,slider,0dB,7,0.8184199930499155,0.7716051304198382,0.04681486263007728
local_only,fedprox,FedProx,a0p05,slider,0dB,7,0.8184199930499155,0.7667798292936198,0.051640163756295765
local_only,personalized,Personalized FL,a0p05,slider,0dB,7,0.8184199930499155,0.7804963469408474,0.037923646109068176
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,8,0.839714601155073,0.8555163774607303,-0.015801776305657267
local_only,fedavg,FedAvg,a0p05,slider,0dB,8,0.839714601155073,0.838852258111169,0.0008623430439039792
local_only,fedprox,FedProx,a0p05,slider,0dB,8,0.839714601155073,0.8476378009316491,-0.007923199776576073
local_only,personalized,Personalized FL,a0p05,slider,0dB,8,0.839714601155073,0.8460764621523008,-0.006361860997227797
local_only,clustered_fl,Clustered FL,a0p05,slider,0dB,9,0.8817284307487461,0.8782091927902522,0.0035192379584938482
local_only,fedavg,FedAvg,a0p05,slider,0dB,9,0.8817284307487461,0.8743645796283288,0.007363851120417264
local_only,fedprox,FedProx,a0p05,slider,0dB,9,0.8817284307487461,0.8592702491558761,0.02245818159286994
local_only,personalized,Personalized FL,a0p05,slider,0dB,9,0.8817284307487461,0.8816720955436771,5.6335205068980265e-05
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,0,0.8833412960772016,0.9780500550266947,-0.09470875894949315
local_only,fedavg,FedAvg,a0p05,slider,6dB,0,0.8833412960772016,0.7666958029631817,0.11664549311401984
local_only,fedprox,FedProx,a0p05,slider,6dB,0,0.8833412960772016,0.7946237611944333,0.08871753488276823
local_only,personalized,Personalized FL,a0p05,slider,6dB,0,0.8833412960772016,0.8062562403983948,0.07708505567880675
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,1,0.8552124231907113,0.8987490428367556,-0.04353661964604427
local_only,fedavg,FedAvg,a0p05,slider,6dB,1,0.8552124231907113,0.8742976623677114,-0.019085239177000113
local_only,fedprox,FedProx,a0p05,slider,6dB,1,0.8552124231907113,0.8575009229084941,-0.002288499717782777
local_only,personalized,Personalized FL,a0p05,slider,6dB,1,0.8552124231907113,0.8756289970254933,-0.020416573834782015
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,2,0.8481319477693458,0.8565040619169428,-0.008372114147597087
local_only,fedavg,FedAvg,a0p05,slider,6dB,2,0.8481319477693458,0.831698929534291,0.01643301823505472
local_only,fedprox,FedProx,a0p05,slider,6dB,2,0.8481319477693458,0.812057764440966,0.03607418332837975
local_only,personalized,Personalized FL,a0p05,slider,6dB,2,0.8481319477693458,0.8395896476525317,0.008542300116814006
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,3,0.8688725062687936,0.86754207685019,0.001330429418603618
local_only,fedavg,FedAvg,a0p05,slider,6dB,3,0.8688725062687936,0.8646779717494211,0.0041945345193725725
local_only,fedprox,FedProx,a0p05,slider,6dB,3,0.8688725062687936,0.8769027368275274,-0.008030230558733753
local_only,personalized,Personalized FL,a0p05,slider,6dB,3,0.8688725062687936,0.889428396630673,-0.020555890361879325
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,4,0.8603808261667015,0.8942218298709417,-0.03384100370424015
local_only,fedavg,FedAvg,a0p05,slider,6dB,4,0.8603808261667015,0.8789949070513295,-0.018614080884628015
local_only,fedprox,FedProx,a0p05,slider,6dB,4,0.8603808261667015,0.8746391892156269,-0.01425836304892536
local_only,personalized,Personalized FL,a0p05,slider,6dB,4,0.8603808261667015,0.8870260284317834,-0.026645202265081824
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,5,0.8779130625969569,0.8748856205627985,0.0030274420341583896
local_only,fedavg,FedAvg,a0p05,slider,6dB,5,0.8779130625969569,0.8755237967389197,0.002389265858037226
local_only,fedprox,FedProx,a0p05,slider,6dB,5,0.8779130625969569,0.8276067585751021,0.050306304021854764
local_only,personalized,Personalized FL,a0p05,slider,6dB,5,0.8779130625969569,0.8401197323719134,0.0377933302250435
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,6,0.9276503977146711,0.9586969951124543,-0.03104659739778326
local_only,fedavg,FedAvg,a0p05,slider,6dB,6,0.9276503977146711,0.959572441209375,-0.031922043494703956
local_only,fedprox,FedProx,a0p05,slider,6dB,6,0.9276503977146711,0.9413138988031599,-0.013663501088488794
local_only,personalized,Personalized FL,a0p05,slider,6dB,6,0.9276503977146711,0.9588191476792065,-0.031168749964535447
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,7,0.8476888709227484,0.8681609586612171,-0.02047208773846876
local_only,fedavg,FedAvg,a0p05,slider,6dB,7,0.8476888709227484,0.8454249649868083,0.002263905935940058
local_only,fedprox,FedProx,a0p05,slider,6dB,7,0.8476888709227484,0.8683708339422177,-0.02068196301946934
local_only,personalized,Personalized FL,a0p05,slider,6dB,7,0.8476888709227484,0.868694493557393,-0.02100562263464467
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,8,0.9007036397295255,0.8307445104666723,0.06995912926285319
local_only,fedavg,FedAvg,a0p05,slider,6dB,8,0.9007036397295255,0.7962194663639304,0.10448417336559512
local_only,fedprox,FedProx,a0p05,slider,6dB,8,0.9007036397295255,0.8734826884496786,0.027220951279846917
local_only,personalized,Personalized FL,a0p05,slider,6dB,8,0.9007036397295255,0.8288758716326503,0.07182776809687519
local_only,clustered_fl,Clustered FL,a0p05,slider,6dB,9,0.8941063301556853,0.8998285117188469,-0.005722181563161621
local_only,fedavg,FedAvg,a0p05,slider,6dB,9,0.8941063301556853,0.8904832999628569,0.0036230301928283914
local_only,fedprox,FedProx,a0p05,slider,6dB,9,0.8941063301556853,0.8821103819281775,0.011995948227507824
local_only,personalized,Personalized FL,a0p05,slider,6dB,9,0.8941063301556853,0.9047839103737827,-0.010677580218097393
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,0,0.4316547639448253,0.4682873726484789,-0.03663260870365359
local_only,fedavg,FedAvg,a0p05,valve,-6dB,0,0.4316547639448253,0.4726650082985434,-0.041010244353718084
local_only,fedprox,FedProx,a0p05,valve,-6dB,0,0.4316547639448253,0.4391286967088475,-0.007473932764022195
local_only,personalized,Personalized FL,a0p05,valve,-6dB,0,0.4316547639448253,0.4683963227247677,-0.036741558779942396
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,1,0.5408131346191607,0.6391408705286792,-0.09832773590951849
local_only,fedavg,FedAvg,a0p05,valve,-6dB,1,0.5408131346191607,0.643424675336894,-0.10261154071773326
local_only,fedprox,FedProx,a0p05,valve,-6dB,1,0.5408131346191607,0.5981404520620472,-0.05732731744288655
local_only,personalized,Personalized FL,a0p05,valve,-6dB,1,0.5408131346191607,0.646547411825498,-0.10573427720633732
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,2,0.5166922300381809,0.4636282263630934,0.05306400367508746
local_only,fedavg,FedAvg,a0p05,valve,-6dB,2,0.5166922300381809,0.4726432125135974,0.044049017524583456
local_only,fedprox,FedProx,a0p05,valve,-6dB,2,0.5166922300381809,0.4117899558165544,0.10490227422162646
local_only,personalized,Personalized FL,a0p05,valve,-6dB,2,0.5166922300381809,0.4780821954318289,0.038610034606351984
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,3,0.40159668686159,0.4261323428601841,-0.024535655998594086
local_only,fedavg,FedAvg,a0p05,valve,-6dB,3,0.40159668686159,0.4620608890592195,-0.06046420219762949
local_only,fedprox,FedProx,a0p05,valve,-6dB,3,0.40159668686159,0.495637479435437,-0.09404079257384701
local_only,personalized,Personalized FL,a0p05,valve,-6dB,3,0.40159668686159,0.4499054490319546,-0.048308762170364616
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,4,0.45640663627434974,0.4344583556894828,0.02194828058486692
local_only,fedavg,FedAvg,a0p05,valve,-6dB,4,0.45640663627434974,0.4367097354732176,0.019696900801132122
local_only,fedprox,FedProx,a0p05,valve,-6dB,4,0.45640663627434974,0.4063651221846534,0.050041514089696315
local_only,personalized,Personalized FL,a0p05,valve,-6dB,4,0.45640663627434974,0.4499091628225968,0.006497473451752944
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,5,0.5431178444540085,0.528266695137348,0.014851149316660428
local_only,fedavg,FedAvg,a0p05,valve,-6dB,5,0.5431178444540085,0.5282143537654523,0.01490349068855612
local_only,fedprox,FedProx,a0p05,valve,-6dB,5,0.5431178444540085,0.4842189105512755,0.05889893390273293
local_only,personalized,Personalized FL,a0p05,valve,-6dB,5,0.5431178444540085,0.5626462234826861,-0.019528379028677656
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,6,0.5481866880109239,0.489641517003603,0.05854517100732087
local_only,fedavg,FedAvg,a0p05,valve,-6dB,6,0.5481866880109239,0.5037644879907412,0.0444222000201826
local_only,fedprox,FedProx,a0p05,valve,-6dB,6,0.5481866880109239,0.4910602774742043,0.057126410536719574
local_only,personalized,Personalized FL,a0p05,valve,-6dB,6,0.5481866880109239,0.496167935781736,0.05201875222918784
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,7,0.4839811490718858,0.4371507342457192,0.046830414826166566
local_only,fedavg,FedAvg,a0p05,valve,-6dB,7,0.4839811490718858,0.4400950970865939,0.043886051985291885
local_only,fedprox,FedProx,a0p05,valve,-6dB,7,0.4839811490718858,0.3787669338705176,0.1052142152013682
local_only,personalized,Personalized FL,a0p05,valve,-6dB,7,0.4839811490718858,0.4510684773085019,0.03291267176338386
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,8,0.4969500825323409,0.53571109282619,-0.038761010293849096
local_only,fedavg,FedAvg,a0p05,valve,-6dB,8,0.4969500825323409,0.5467624075813334,-0.04981232504899252
local_only,fedprox,FedProx,a0p05,valve,-6dB,8,0.4969500825323409,0.5183211345495036,-0.02137105201716266
local_only,personalized,Personalized FL,a0p05,valve,-6dB,8,0.4969500825323409,0.5511228062855991,-0.054172723753258156
local_only,clustered_fl,Clustered FL,a0p05,valve,-6dB,9,0.4695025612704262,0.5285564307306965,-0.05905386946027025
local_only,fedavg,FedAvg,a0p05,valve,-6dB,9,0.4695025612704262,0.5202477677738633,-0.05074520650343706
local_only,fedprox,FedProx,a0p05,valve,-6dB,9,0.4695025612704262,0.4316701951257684,0.03783236614465785
local_only,personalized,Personalized FL,a0p05,valve,-6dB,9,0.4695025612704262,0.5267114022038534,-0.05720884093342715
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,0,0.5913781198885099,0.5678008884504565,0.023577231438053348
local_only,fedavg,FedAvg,a0p05,valve,0dB,0,0.5913781198885099,0.5695805464502033,0.021797573438306572
local_only,fedprox,FedProx,a0p05,valve,0dB,0,0.5913781198885099,0.5368630339306912,0.05451508595781862
local_only,personalized,Personalized FL,a0p05,valve,0dB,0,0.5913781198885099,0.5688816955733793,0.022496424315130548
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,1,0.5627309986471342,0.5602403474275368,0.0024906512195973507
local_only,fedavg,FedAvg,a0p05,valve,0dB,1,0.5627309986471342,0.5776359842045209,-0.01490498555738673
local_only,fedprox,FedProx,a0p05,valve,0dB,1,0.5627309986471342,0.5003091211509889,0.06242187749614525
local_only,personalized,Personalized FL,a0p05,valve,0dB,1,0.5627309986471342,0.5929291976075027,-0.030198198960368572
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,2,0.6070832519849554,0.6079758213392406,-0.0008925693542851665
local_only,fedavg,FedAvg,a0p05,valve,0dB,2,0.6070832519849554,0.6012688105954074,0.0058144413895480085
local_only,fedprox,FedProx,a0p05,valve,0dB,2,0.6070832519849554,0.5337211314490454,0.07336212053590996
local_only,personalized,Personalized FL,a0p05,valve,0dB,2,0.6070832519849554,0.6125419440446158,-0.0054586920596604305
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,3,0.6351493776250474,0.4466476342556903,0.1885017433693571
local_only,fedavg,FedAvg,a0p05,valve,0dB,3,0.6351493776250474,0.4649366084356288,0.17021276918941863
local_only,fedprox,FedProx,a0p05,valve,0dB,3,0.6351493776250474,0.4805591488186169,0.15459022880643053
local_only,personalized,Personalized FL,a0p05,valve,0dB,3,0.6351493776250474,0.4712174879554414,0.16393188966960603
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,4,0.5696331675023608,0.5374724000872212,0.032160767415139624
local_only,fedavg,FedAvg,a0p05,valve,0dB,4,0.5696331675023608,0.5590025428586978,0.010630624643663045
local_only,fedprox,FedProx,a0p05,valve,0dB,4,0.5696331675023608,0.5117725968927755,0.05786057060958527
local_only,personalized,Personalized FL,a0p05,valve,0dB,4,0.5696331675023608,0.5721985992133098,-0.0025654317109490288
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,5,0.5636475381853904,0.5482153004207856,0.015432237764604784
local_only,fedavg,FedAvg,a0p05,valve,0dB,5,0.5636475381853904,0.6061077130693192,-0.042460174883928836
local_only,fedprox,FedProx,a0p05,valve,0dB,5,0.5636475381853904,0.5069707385984189,0.05667679958697147
local_only,personalized,Personalized FL,a0p05,valve,0dB,5,0.5636475381853904,0.6231339971784065,-0.05948645899301608
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,6,0.5792006316576334,0.5756936723082832,0.0035069593493501916
local_only,fedavg,FedAvg,a0p05,valve,0dB,6,0.5792006316576334,0.5857263407421813,-0.00652570908454797
local_only,fedprox,FedProx,a0p05,valve,0dB,6,0.5792006316576334,0.527075555217443,0.05212507644019038
local_only,personalized,Personalized FL,a0p05,valve,0dB,6,0.5792006316576334,0.5976510478452298,-0.018450416187596463
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,7,0.5126200980394041,0.516309851085626,-0.0036897530462218775
local_only,fedavg,FedAvg,a0p05,valve,0dB,7,0.5126200980394041,0.5145945165771348,-0.0019744185377307266
local_only,fedprox,FedProx,a0p05,valve,0dB,7,0.5126200980394041,0.4587610613340962,0.053859036705307894
local_only,personalized,Personalized FL,a0p05,valve,0dB,7,0.5126200980394041,0.5117459543769777,0.0008741436624264409
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,8,0.5099705193557228,0.4956109143354198,0.014359605020302979
local_only,fedavg,FedAvg,a0p05,valve,0dB,8,0.5099705193557228,0.4917152825666373,0.01825523678908547
local_only,fedprox,FedProx,a0p05,valve,0dB,8,0.5099705193557228,0.4735714167153547,0.03639910264036811
local_only,personalized,Personalized FL,a0p05,valve,0dB,8,0.5099705193557228,0.5103778102717372,-0.00040729091601443557
local_only,clustered_fl,Clustered FL,a0p05,valve,0dB,9,0.5377940057021373,0.6570516090266857,-0.11925760332454838
local_only,fedavg,FedAvg,a0p05,valve,0dB,9,0.5377940057021373,0.649462912353026,-0.11166890665088869
local_only,fedprox,FedProx,a0p05,valve,0dB,9,0.5377940057021373,0.5508331875382803,-0.013039181836142943
local_only,personalized,Personalized FL,a0p05,valve,0dB,9,0.5377940057021373,0.6581945717829824,-0.12040056608084504
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,0,0.6902996420290516,0.656244241969142,0.03405540005990959
local_only,fedavg,FedAvg,a0p05,valve,6dB,0,0.6902996420290516,0.6580081527800957,0.03229148924895586
local_only,fedprox,FedProx,a0p05,valve,6dB,0,0.6902996420290516,0.6227615678829238,0.06753807414612778
local_only,personalized,Personalized FL,a0p05,valve,6dB,0,0.6902996420290516,0.6568301382967159,0.033469503732335704
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,1,0.5869922452336033,0.6434160162217393,-0.056423770988136
local_only,fedavg,FedAvg,a0p05,valve,6dB,1,0.5869922452336033,0.6751420980196106,-0.08814985278600729
local_only,fedprox,FedProx,a0p05,valve,6dB,1,0.5869922452336033,0.5982802119719915,-0.011287966738388278
local_only,personalized,Personalized FL,a0p05,valve,6dB,1,0.5869922452336033,0.676373002549703,-0.08938075731609973
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,2,0.5710008489506572,0.6069223542152902,-0.035921505264633
local_only,fedavg,FedAvg,a0p05,valve,6dB,2,0.5710008489506572,0.6360199802066074,-0.06501913125595027
local_only,fedprox,FedProx,a0p05,valve,6dB,2,0.5710008489506572,0.5626129861841627,0.008387862766494503
local_only,personalized,Personalized FL,a0p05,valve,6dB,2,0.5710008489506572,0.6496066155854391,-0.07860576663478192
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,3,0.6419421390705755,0.6654585466945547,-0.02351640762397922
local_only,fedavg,FedAvg,a0p05,valve,6dB,3,0.6419421390705755,0.6600049618638384,-0.018062822793262878
local_only,fedprox,FedProx,a0p05,valve,6dB,3,0.6419421390705755,0.575687263176699,0.06625487589387646
local_only,personalized,Personalized FL,a0p05,valve,6dB,3,0.6419421390705755,0.6790950657605547,-0.03715292668997916
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,4,0.6221809162390359,0.6274126971434719,-0.00523178090443599
local_only,fedavg,FedAvg,a0p05,valve,6dB,4,0.6221809162390359,0.6878558857079304,-0.0656749694688945
local_only,fedprox,FedProx,a0p05,valve,6dB,4,0.6221809162390359,0.5821387081929961,0.04004220804603986
local_only,personalized,Personalized FL,a0p05,valve,6dB,4,0.6221809162390359,0.7098193173032737,-0.08763840106423781
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,5,0.5427764034658504,0.5079727207353913,0.034803682730459085
local_only,fedavg,FedAvg,a0p05,valve,6dB,5,0.5427764034658504,0.5567894132173257,-0.014013009751475236
local_only,fedprox,FedProx,a0p05,valve,6dB,5,0.5427764034658504,0.5024095223524728,0.040366881113377606
local_only,personalized,Personalized FL,a0p05,valve,6dB,5,0.5427764034658504,0.5686289776771444,-0.025852574211293944
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,6,0.6507917868462292,0.6966790363847093,-0.04588724953848011
local_only,fedavg,FedAvg,a0p05,valve,6dB,6,0.6507917868462292,0.6956843700290485,-0.0448925831828193
local_only,fedprox,FedProx,a0p05,valve,6dB,6,0.6507917868462292,0.6260763057981662,0.02471548104806298
local_only,personalized,Personalized FL,a0p05,valve,6dB,6,0.6507917868462292,0.7112174757768032,-0.060425688930573984
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,7,0.47781837054255927,0.4867743699467429,-0.008955999404183623
local_only,fedavg,FedAvg,a0p05,valve,6dB,7,0.47781837054255927,0.5106762484269509,-0.03285787788439165
local_only,fedprox,FedProx,a0p05,valve,6dB,7,0.47781837054255927,0.4710186151279631,0.006799755414596154
local_only,personalized,Personalized FL,a0p05,valve,6dB,7,0.47781837054255927,0.5148376904958755,-0.0370193199533162
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,8,0.5987917501641279,0.4413241560072946,0.1574675941568333
local_only,fedavg,FedAvg,a0p05,valve,6dB,8,0.5987917501641279,0.5904058257975342,0.008385924366593689
local_only,fedprox,FedProx,a0p05,valve,6dB,8,0.5987917501641279,0.6038085950440815,-0.005016844879953575
local_only,personalized,Personalized FL,a0p05,valve,6dB,8,0.5987917501641279,0.6156495760444889,-0.016857825880361
local_only,clustered_fl,Clustered FL,a0p05,valve,6dB,9,0.5363670057098611,0.6725458421928767,-0.13617883648301565
local_only,fedavg,FedAvg,a0p05,valve,6dB,9,0.5363670057098611,0.646106089998661,-0.10973908428879997
local_only,fedprox,FedProx,a0p05,valve,6dB,9,0.5363670057098611,0.5687566671230889,-0.032389661413227855
local_only,personalized,Personalized FL,a0p05,valve,6dB,9,0.5363670057098611,0.7084687542206122,-0.1721017485107511
local_only,clustered_fl,Clustered FL,a100,fan,-6dB,0,0.5465951463622792,0.6265201963744994,-0.07992505001222017
local_only,fedavg,FedAvg,a100,fan,-6dB,0,0.5465951463622792,0.6251227300808635,-0.07852758371858426
local_only,fedprox,FedProx,a100,fan,-6dB,0,0.5465951463622792,0.5761332810858613,-0.02953813472358202
local_only,personalized,Personalized FL,a100,fan,-6dB,0,0.5465951463622792,0.6279725060960313,-0.08137735973375204
local_only,clustered_fl,Clustered FL,a100,fan,-6dB,1,0.5929825250419104,0.6390095365191999,-0.04602701147728949
local_only,fedavg,FedAvg,a100,fan,-6dB,1,0.5929825250419104,0.637829437392177,-0.04484691235026661
