name,machine_type,section,algorithm,alpha,seed,auroc
p1e5_fedavg_a0p05_toycar_sec00_s3,ToyCar,00,fedavg,0.05,3,0.4828361742424242
p1e5_fedavg_a0p05_toycar_sec01_s1,ToyCar,01,fedavg,0.05,1,0.723241219564749
p1e5_fedavg_a0p05_toycar_sec01_s8,ToyCar,01,fedavg,0.05,8,0.8355266955266953
p1e5_fedavg_a0p05_toycar_sec02_s5,ToyCar,02,fedavg,0.05,5,0.6683706174777603
p1e5_fedavg_a0p05_toytrain_sec00_s4,ToyTrain,00,fedavg,0.05,4,0.5311581422692533
p1e5_fedavg_a0p05_toytrain_sec01_s3,ToyTrain,01,fedavg,0.05,3,0.6176364310676424
p1e5_fedavg_a0p05_toytrain_sec01_s9,ToyTrain,01,fedavg,0.05,9,0.7165221683078826
p1e5_fedavg_a0p05_toytrain_sec02_s7,ToyTrain,02,fedavg,0.05,7,0.8279697712418301
p1e5_fedavg_a100_toycar_sec00_s5,ToyCar,00,fedavg,100.0,5,0.5433495670995672
p1e5_fedavg_a100_toycar_sec01_s5,ToyCar,01,fedavg,100.0,5,0.7652777777777778
p1e5_fedavg_a100_toycar_sec02_s4,ToyCar,02,fedavg,100.0,4,0.7077248677248676
p1e5_fedavg_a100_toytrain_sec00_s0,ToyTrain,00,fedavg,100.0,0,0.49380952380952375
p1e5_fedavg_a100_toytrain_sec00_s7,ToyTrain,00,fedavg,100.0,7,0.5074702380952381
p1e5_fedavg_a100_toytrain_sec01_s6,ToyTrain,01,fedavg,100.0,6,0.6107142857142858
p1e5_fedavg_a100_toytrain_sec02_s3,ToyTrain,02,fedavg,100.0,3,0.7747480158730159
p1e5_fedprox_a0p05_toycar_sec00_s2,ToyCar,00,fedprox,0.05,2,0.6039021536312558
p1e5_fedprox_a0p05_toycar_sec00_s8,ToyCar,00,fedprox,0.05,8,0.45508524397413286
p1e5_fedprox_a0p05_toycar_sec01_s7,ToyCar,01,fedprox,0.05,7,0.7203373015873016
p1e5_fedprox_a0p05_toycar_sec02_s4,ToyCar,02,fedprox,0.05,4,0.7911059351276744
p1e5_fedprox_a0p05_toytrain_sec00_s2,ToyTrain,00,fedprox,0.05,2,0.3918386243386243
p1e5_fedprox_a0p05_toytrain_sec01_s0,ToyTrain,01,fedprox,0.05,0,0.563943336075689
p1e5_fedprox_a0p05_toytrain_sec02_s0,ToyTrain,02,fedprox,0.05,0,0.807939393939394
p1e5_fedprox_a100_toycar_sec00_s1,ToyCar,00,fedprox,100.0,1,0.5348650793650793
p1e5_fedprox_a100_toycar_sec00_s9,ToyCar,00,fedprox,100.0,9,0.6264761904761904
p1e5_fedprox_a100_toycar_sec01_s7,ToyCar,01,fedprox,100.0,7,0.7444444444444445
p1e5_fedprox_a100_toycar_sec02_s4,ToyCar,02,fedprox,100.0,4,0.6821693121693122
p1e5_fedprox_a100_toytrain_sec00_s0,ToyTrain,00,fedprox,100.0,0,0.48699404761904763
p1e5_fedprox_a100_toytrain_sec00_s7,ToyTrain,00,fedprox,100.0,7,0.4899801587301587
p1e5_fedprox_a100_toytrain_sec01_s4,ToyTrain,01,fedprox,100.0,4,0.5995502645502645
p1e5_fedprox_a100_toytrain_sec02_s5,ToyTrain,02,fedprox,100.0,5,0.7166287878787878
p1e5_personalized_a0p05_toycar_sec00_s2,ToyCar,00,personalized,0.05,2,0.6484661501495866
p1e5_personalized_a0p05_toycar_sec00_s8,ToyCar,00,personalized,0.05,8,0.4970605526161082
p1e5_personalized_a0p05_toycar_sec01_s6,ToyCar,01,personalized,0.05,6,0.7824847110561396
p1e5_personalized_a0p05_toycar_sec02_s4,ToyCar,02,personalized,0.05,4,0.8213135495744192
p1e5_personalized_a0p05_toytrain_sec00_s2,ToyTrain,00,personalized,0.05,2,0.45820105820105816
p1e5_personalized_a0p05_toytrain_sec01_s0,ToyTrain,01,personalized,0.05,0,0.5835422665569724
p1e5_personalized_a0p05_toytrain_sec01_s8,ToyTrain,01,personalized,0.05,8,0.6542707292707293
p1e5_personalized_a0p05_toytrain_sec02_s7,ToyTrain,02,personalized,0.05,7,0.8216485760971054
p1e5_personalized_a100_toycar_sec00_s5,ToyCar,00,personalized,100.0,5,0.5371158008658009
p1e5_personalized_a100_toycar_sec01_s2,ToyCar,01,personalized,100.0,2,0.8143833943833945
p1e5_personalized_a100_toycar_sec02_s3,ToyCar,02,personalized,100.0,3,0.8083095238095236
p1e5_personalized_a100_toycar_sec02_s8,ToyCar,02,personalized,100.0,8,0.6792063492063493
p1e5_personalized_a100_toytrain_sec00_s8,ToyTrain,00,personalized,100.0,8,0.4817460317460318
p1e5_personalized_a100_toytrain_sec01_s9,ToyTrain,01,personalized,100.0,9,0.6506785714285714
p1e5_personalized_a100_toytrain_sec02_s5,ToyTrain,02,personalized,100.0,5,0.7694083694083694
p1e5_clustered_fl_a0p05_toycar_sec00_s4,ToyCar,00,clustered_fl,0.05,4,0.6946947150072149
p1e5_clustered_fl_a0p05_toycar_sec01_s2,ToyCar,01,clustered_fl,0.05,2,0.8195185766614338
p1e5_clustered_fl_a0p05_toycar_sec02_s1,ToyCar,02,clustered_fl,0.05,1,0.9076210826210827
p1e5_clustered_fl_a0p05_toytrain_sec00_s1,ToyTrain,00,clustered_fl,0.05,1,0.5653636294261294
p1e5_clustered_fl_a0p05_toytrain_sec00_s8,ToyTrain,00,clustered_fl,0.05,8,0.3959607411988364
p1e5_clustered_fl_a0p05_toytrain_sec01_s7,ToyTrain,01,clustered_fl,0.05,7,0.6566199813258637
p1e5_clustered_fl_a0p05_toytrain_sec02_s5,ToyTrain,02,clustered_fl,0.05,5,0.7303488178488179
p1e5_clustered_fl_a100_toycar_sec00_s3,ToyCar,00,clustered_fl,100.0,3,0.5810892857142858
p1e5_clustered_fl_a100_toycar_sec01_s1,ToyCar,01,clustered_fl,100.0,1,0.7725238095238096
p1e5_clustered_fl_a100_toycar_sec01_s9,ToyCar,01,clustered_fl,100.0,9,0.6499166666666667
p1e5_clustered_fl_a100_toycar_sec02_s6,ToyCar,02,clustered_fl,100.0,6,0.7107638888888889
p1e5_clustered_fl_a100_toytrain_sec00_s4,ToyTrain,00,clustered_fl,100.0,4,0.4035317460317461
p1e5_clustered_fl_a100_toytrain_sec01_s2,ToyTrain,01,clustered_fl,100.0,2,0.6484035409035409
p1e5_clustered_fl_a100_toytrain_sec01_s8,ToyTrain,01,clustered_fl,100.0,8,0.6739682539682541
p1e5_clustered_fl_a100_toytrain_sec02_s6,ToyTrain,02,clustered_fl,100.0,6,0.6924007936507937
p1e5_fedavg_a0p05_toycar_sec00_s2,ToyCar,00,fedavg,0.05,2,0.6428382118397599
p1e5_fedavg_a0p05_toycar_sec00_s8,ToyCar,00,fedavg,0.05,8,0.4992357436801882
p1e5_fedavg_a0p05_toycar_sec01_s6,ToyCar,01,fedavg,0.05,6,0.7994771982867219
p1e5_fedavg_a0p05_toycar_sec02_s4,ToyCar,02,fedavg,0.05,4,0.8151311249137336
p1e5_fedavg_a0p05_toytrain_sec00_s2,ToyTrain,00,fedavg,0.05,2,0.4723677248677249
p1e5_fedavg_a0p05_toytrain_sec01_s0,ToyTrain,01,fedavg,0.05,0,0.5799071027012204
p1e5_fedavg_a0p05_toytrain_sec02_s1,ToyTrain,02,fedavg,0.05,1,0.744571632071632
p1e5_fedavg_a100_toycar_sec00_s0,ToyCar,00,fedavg,100.0,0,0.7316964285714285
p1e5_fedavg_a100_toycar_sec00_s7,ToyCar,00,fedavg,100.0,7,0.6761507936507937
p1e5_fedavg_a100_toycar_sec01_s3,ToyCar,01,fedavg,100.0,3,0.8388392857142858
p1e5_fedavg_a100_toycar_sec02_s2,ToyCar,02,fedavg,100.0,2,0.6643162393162393
p1e5_fedavg_a100_toytrain_sec00_s1,ToyTrain,00,fedavg,100.0,1,0.45117460317460323
p1e5_fedavg_a100_toytrain_sec01_s0,ToyTrain,01,fedavg,100.0,0,0.5903571428571428
p1e5_fedavg_a100_toytrain_sec01_s8,ToyTrain,01,fedavg,100.0,8,0.7064880952380952
p1e5_fedavg_a100_toytrain_sec02_s6,ToyTrain,02,fedavg,100.0,6,0.7273710317460319
p1e5_fedprox_a0p05_toycar_sec00_s3,ToyCar,00,fedprox,0.05,3,0.4711174242424243
p1e5_fedprox_a0p05_toycar_sec01_s0,ToyCar,01,fedprox,0.05,0,0.724127302436126
p1e5_fedprox_a0p05_toycar_sec02_s0,ToyCar,02,fedprox,0.05,0,0.7544740259740259
p1e5_fedprox_a0p05_toycar_sec02_s9,ToyCar,02,fedprox,0.05,9,0.7400595238095238
p1e5_fedprox_a0p05_toytrain_sec00_s7,ToyTrain,00,fedprox,0.05,7,0.4577151243817911
p1e5_fedprox_a0p05_toytrain_sec01_s6,ToyTrain,01,fedprox,0.05,6,0.6229128014842301
p1e5_fedprox_a0p05_toytrain_sec02_s3,ToyTrain,02,fedprox,0.05,3,0.7919611445056491
p1e5_fedprox_a0p05_toytrain_sec02_s8,ToyTrain,02,fedprox,0.05,8,0.7968649406149406
p1e5_fedprox_a100_toycar_sec00_s6,ToyCar,00,fedprox,100.0,6,0.6515376984126984
p1e5_fedprox_a100_toycar_sec01_s4,ToyCar,01,fedprox,100.0,4,0.8678571428571429
p1e5_fedprox_a100_toycar_sec02_s0,ToyCar,02,fedprox,100.0,0,0.8121428571428572
p1e5_fedprox_a100_toytrain_sec00_s1,ToyTrain,00,fedprox,100.0,1,0.4418035714285714
p1e5_fedprox_a100_toytrain_sec00_s8,ToyTrain,00,fedprox,100.0,8,0.47206349206349196
p1e5_fedprox_a100_toytrain_sec01_s7,ToyTrain,01,fedprox,100.0,7,0.6286111111111111
p1e5_fedprox_a100_toytrain_sec02_s3,ToyTrain,02,fedprox,100.0,3,0.7426269841269841
p1e5_personalized_a0p05_toycar_sec00_s1,ToyCar,00,personalized,0.05,1,0.6221535409035409
p1e5_personalized_a0p05_toycar_sec01_s0,ToyCar,01,personalized,0.05,0,0.7697768122400475
p1e5_personalized_a0p05_toycar_sec02_s0,ToyCar,02,personalized,0.05,0,0.7506125541125541
p1e5_personalized_a0p05_toycar_sec02_s7,ToyCar,02,personalized,0.05,7,0.8474074074074075
p1e5_personalized_a0p05_toytrain_sec00_s5,ToyTrain,00,personalized,0.05,5,0.40079416615130903
p1e5_personalized_a0p05_toytrain_sec01_s1,ToyTrain,01,personalized,0.05,1,0.6043040293040293
p1e5_personalized_a0p05_toytrain_sec02_s0,ToyTrain,02,personalized,0.05,0,0.815788961038961
p1e5_personalized_a100_toycar_sec00_s3,ToyCar,00,personalized,100.0,3,0.5800952380952381
p1e5_personalized_a100_toycar_sec01_s1,ToyCar,01,personalized,100.0,1,0.8044047619047617
p1e5_personalized_a100_toycar_sec01_s8,ToyCar,01,personalized,100.0,8,0.7466269841269841
p1e5_personalized_a100_toycar_sec02_s5,ToyCar,02,personalized,100.0,5,0.7365440115440116
p1e5_personalized_a100_toytrain_sec00_s3,ToyTrain,00,personalized,100.0,3,0.5330932539682539
p1e5_personalized_a100_toytrain_sec01_s0,ToyTrain,01,personalized,100.0,0,0.5839880952380953
p1e5_personalized_a100_toytrain_sec01_s8,ToyTrain,01,personalized,100.0,8,0.6778769841269842
p1e5_personalized_a100_toytrain_sec02_s7,ToyTrain,02,personalized,100.0,7,0.7454265873015873
p1e5_clustered_fl_a0p05_toycar_sec00_s1,ToyCar,00,clustered_fl,0.05,1,0.5426625457875458
p1e5_clustered_fl_a0p05_toycar_sec00_s9,ToyCar,00,clustered_fl,0.05,9,0.7741145833333334
p1e5_clustered_fl_a0p05_toycar_sec01_s6,ToyCar,01,clustered_fl,0.05,6,0.7881799857990334
p1e5_clustered_fl_a0p05_toycar_sec02_s7,ToyCar,02,clustered_fl,0.05,7,0.8226388888888888
p1e5_clustered_fl_a0p05_toytrain_sec00_s2,ToyTrain,00,clustered_fl,0.05,2,0.4844246031746032
p1e5_clustered_fl_a0p05_toytrain_sec01_s3,ToyTrain,01,clustered_fl,0.05,3,0.604544868186509
p1e5_clustered_fl_a0p05_toytrain_sec01_s8,ToyTrain,01,clustered_fl,0.05,8,0.622712703962704
p1e5_clustered_fl_a0p05_toytrain_sec02_s7,ToyTrain,02,clustered_fl,0.05,7,0.8106179971988794
p1e5_clustered_fl_a100_toycar_sec00_s6,ToyCar,00,clustered_fl,100.0,6,0.6978472222222222
p1e5_clustered_fl_a100_toycar_sec01_s2,ToyCar,01,clustered_fl,100.0,2,0.8106227106227106
p1e5_clustered_fl_a100_toycar_sec02_s3,ToyCar,02,clustered_fl,100.0,3,0.8035476190476188
p1e5_clustered_fl_a100_toytrain_sec00_s0,ToyTrain,00,clustered_fl,100.0,0,0.492827380952381
p1e5_clustered_fl_a100_toytrain_sec00_s7,ToyTrain,00,clustered_fl,100.0,7,0.47840277777777784
p1e5_clustered_fl_a100_toytrain_sec01_s5,ToyTrain,01,clustered_fl,100.0,5,0.5992784992784993
p1e5_clustered_fl_a100_toytrain_sec02_s3,ToyTrain,02,clustered_fl,100.0,3,0.7870694444444444
p1e5_fedavg_a0p05_toycar_sec00_s0,ToyCar,00,fedavg,0.05,0,0.7293402777777778
p1e5_fedavg_a0p05_toycar_sec01_s0,ToyCar,01,fedavg,0.05,0,0.7529170380273321
p1e5_fedavg_a0p05_toycar_sec02_s0,ToyCar,02,fedavg,0.05,0,0.8107900432900432
p1e5_fedavg_a0p05_toycar_sec02_s9,ToyCar,02,fedavg,0.05,9,0.7566071428571428
p1e5_fedavg_a0p05_toytrain_sec00_s7,ToyTrain,00,fedavg,0.05,7,0.46447241030574365
p1e5_fedavg_a0p05_toytrain_sec01_s5,ToyTrain,01,fedavg,0.05,5,0.5387927548641834
p1e5_fedavg_a0p05_toytrain_sec02_s0,ToyTrain,02,fedavg,0.05,0,0.8246847041847042
p1e5_fedavg_a0p05_toytrain_sec02_s8,ToyTrain,02,fedavg,0.05,8,0.8233495670995671
p1e5_fedavg_a100_toycar_sec00_s6,ToyCar,00,fedavg,100.0,6,0.6739186507936508
p1e5_fedavg_a100_toycar_sec01_s4,ToyCar,01,fedavg,100.0,4,0.8703571428571427
p1e5_fedavg_a100_toycar_sec02_s1,ToyCar,02,fedavg,100.0,1,0.6865793650793651
p1e5_fedavg_a100_toycar_sec02_s9,ToyCar,02,fedavg,100.0,9,0.6692976190476191
p1e5_fedavg_a100_toytrain_sec00_s8,ToyTrain,00,fedavg,100.0,8,0.4863492063492064
p1e5_fedavg_a100_toytrain_sec01_s5,ToyTrain,01,fedavg,100.0,5,0.5715728715728716
p1e5_fedavg_a100_toytrain_sec02_s4,ToyTrain,02,fedavg,100.0,4,0.7759259259259259
p1e5_fedprox_a0p05_toycar_sec00_s1,ToyCar,00,fedprox,0.05,1,0.5489049145299145
p1e5_fedprox_a0p05_toycar_sec01_s1,ToyCar,01,fedprox,0.05,1,0.6729766693001987
p1e5_fedprox_a0p05_toycar_sec01_s8,ToyCar,01,fedprox,0.05,8,0.8426911976911977
p1e5_fedprox_a0p05_toycar_sec02_s6,ToyCar,02,fedprox,0.05,6,0.714783950617284
p1e5_fedprox_a0p05_toytrain_sec00_s6,ToyTrain,00,fedprox,0.05,6,0.4867512661630308
p1e5_fedprox_a0p05_toytrain_sec01_s1,ToyTrain,01,fedprox,0.05,1,0.5865282865282865
p1e5_fedprox_a0p05_toytrain_sec02_s1,ToyTrain,02,fedprox,0.05,1,0.6826617826617826
p1e5_fedprox_a0p05_toytrain_sec02_s9,ToyTrain,02,fedprox,0.05,9,0.771469017094017
p1e5_fedprox_a100_toycar_sec00_s7,ToyCar,00,fedprox,100.0,7,0.6393154761904762
p1e5_fedprox_a100_toycar_sec01_s3,ToyCar,01,fedprox,100.0,3,0.7309265873015872
p1e5_fedprox_a100_toycar_sec02_s2,ToyCar,02,fedprox,100.0,2,0.6482722832722833
p1e5_fedprox_a100_toycar_sec02_s9,ToyCar,02,fedprox,100.0,9,0.6932261904761905
p1e5_fedprox_a100_toytrain_sec00_s9,ToyTrain,00,fedprox,100.0,9,0.5138333333333333
p1e5_fedprox_a100_toytrain_sec01_s6,ToyTrain,01,fedprox,100.0,6,0.5884226190476192
p1e5_fedprox_a100_toytrain_sec02_s2,ToyTrain,02,fedprox,100.0,2,0.7143818681318682
p1e5_personalized_a0p05_toycar_sec00_s0,ToyCar,00,personalized,0.05,0,0.7255208333333333
p1e5_personalized_a0p05_toycar_sec01_s1,ToyCar,01,personalized,0.05,1,0.7290484569896335
p1e5_personalized_a0p05_toycar_sec01_s7,ToyCar,01,personalized,0.05,7,0.7349537037037037
p1e5_personalized_a0p05_toycar_sec02_s6,ToyCar,02,personalized,0.05,6,0.7311868686868687
p1e5_personalized_a0p05_toytrain_sec00_s4,ToyTrain,00,personalized,0.05,4,0.5211089065255732
p1e5_personalized_a0p05_toytrain_sec01_s3,ToyTrain,01,personalized,0.05,3,0.6164714091378178
p1e5_personalized_a0p05_toytrain_sec01_s9,ToyTrain,01,personalized,0.05,9,0.7128633271490414
p1e5_personalized_a0p05_toytrain_sec02_s8,ToyTrain,02,personalized,0.05,8,0.8139041514041514
p1e5_personalized_a100_toycar_sec00_s4,ToyCar,00,personalized,100.0,4,0.7157142857142856
p1e5_personalized_a100_toycar_sec01_s4,ToyCar,01,personalized,100.0,4,0.9041666666666666
p1e5_personalized_a100_toycar_sec02_s0,ToyCar,02,personalized,100.0,0,0.8766071428571427
p1e5_personalized_a100_toycar_sec02_s9,ToyCar,02,personalized,100.0,9,0.6364880952380952
p1e5_personalized_a100_toytrain_sec00_s6,ToyTrain,00,personalized,100.0,6,0.43490079365079365
p1e5_personalized_a100_toytrain_sec01_s4,ToyTrain,01,personalized,100.0,4,0.6369444444444443
p1e5_personalized_a100_toytrain_sec02_s2,ToyTrain,02,personalized,100.0,2,0.7529685592185593
p1e5_clustered_fl_a0p05_toycar_sec00_s6,ToyCar,00,clustered_fl,0.05,6,0.6187074829931973
p1e5_clustered_fl_a0p05_toycar_sec01_s3,ToyCar,01,clustered_fl,0.05,3,0.7770886431393398
p1e5_clustered_fl_a0p05_toycar_sec01_s9,ToyCar,01,clustered_fl,0.05,9,0.7625088183421517
p1e5_clustered_fl_a0p05_toycar_sec02_s6,ToyCar,02,clustered_fl,0.05,6,0.6749319584736251
p1e5_clustered_fl_a0p05_toytrain_sec00_s5,ToyTrain,00,clustered_fl,0.05,5,0.4264404246547104
p1e5_clustered_fl_a0p05_toytrain_sec01_s2,ToyTrain,01,clustered_fl,0.05,2,0.6297294372294372
p1e5_clustered_fl_a0p05_toytrain_sec02_s1,ToyTrain,02,clustered_fl,0.05,1,0.7442511192511193
p1e5_clustered_fl_a0p05_toytrain_sec02_s8,ToyTrain,02,clustered_fl,0.05,8,0.8336351148851149
p1e5_clustered_fl_a100_toycar_sec00_s4,ToyCar,00,clustered_fl,100.0,4,0.6788756613756614
p1e5_clustered_fl_a100_toycar_sec01_s4,ToyCar,01,clustered_fl,100.0,4,0.9458333333333334
p1e5_clustered_fl_a100_toycar_sec02_s1,ToyCar,02,clustered_fl,100.0,1,0.7287619047619047
p1e5_clustered_fl_a100_toytrain_sec00_s1,ToyTrain,00,clustered_fl,100.0,1,0.43294642857142857
p1e5_clustered_fl_a100_toytrain_sec00_s6,ToyTrain,00,clustered_fl,100.0,6,0.462172619047619
p1e5_clustered_fl_a100_toytrain_sec01_s4,ToyTrain,01,clustered_fl,100.0,4,0.6352248677248677
p1e5_clustered_fl_a100_toytrain_sec02_s2,ToyTrain,02,clustered_fl,100.0,2,0.7572542735042734
p1e5_fedavg_a0p05_toycar_sec00_s1,ToyCar,00,fedavg,0.05,1,0.5728937728937729
p1e5_fedavg_a0p05_toycar_sec00_s9,ToyCar,00,fedavg,0.05,9,0.7404036458333334
p1e5_fedavg_a0p05_toycar_sec01_s7,ToyCar,01,fedavg,0.05,7,0.7501984126984128
p1e5_fedavg_a0p05_toycar_sec02_s6,ToyCar,02,fedavg,0.05,6,0.7495454545454545
p1e5_fedavg_a0p05_toytrain_sec00_s3,ToyTrain,00,fedavg,0.05,3,0.4028871302308802
p1e5_fedavg_a0p05_toytrain_sec01_s1,ToyTrain,01,fedavg,0.05,1,0.6142704517704518
p1e5_fedavg_a0p05_toytrain_sec01_s8,ToyTrain,01,fedavg,0.05,8,0.65001665001665
p1e5_fedavg_a0p05_toytrain_sec02_s6,ToyTrain,02,fedavg,0.05,6,0.8225187510901797
p1e5_fedavg_a100_toycar_sec00_s4,ToyCar,00,fedavg,100.0,4,0.7196825396825397
p1e5_fedavg_a100_toycar_sec01_s2,ToyCar,01,fedavg,100.0,2,0.8068986568986569
p1e5_fedavg_a100_toycar_sec02_s0,ToyCar,02,fedavg,100.0,0,0.8241666666666665
p1e5_fedavg_a100_toycar_sec02_s8,ToyCar,02,fedavg,100.0,8,0.6763492063492064
p1e5_fedavg_a100_toytrain_sec00_s6,ToyTrain,00,fedavg,100.0,6,0.43720238095238095
p1e5_fedavg_a100_toytrain_sec01_s4,ToyTrain,01,fedavg,100.0,4,0.6450925925925926
p1e5_fedavg_a100_toytrain_sec02_s2,ToyTrain,02,fedavg,100.0,2,0.7545131257631258
p1e5_fedprox_a0p05_toycar_sec00_s0,ToyCar,00,fedprox,0.05,0,0.726736111111111
p1e5_fedprox_a0p05_toycar_sec00_s9,ToyCar,00,fedprox,0.05,9,0.7869140625
p1e5_fedprox_a0p05_toycar_sec02_s2,ToyCar,02,fedprox,0.05,2,0.793952380952381
p1e5_fedprox_a0p05_toycar_sec02_s7,ToyCar,02,fedprox,0.05,7,0.8407407407407408
p1e5_fedprox_a0p05_toytrain_sec00_s3,ToyTrain,00,fedprox,0.05,3,0.4166215728715729
p1e5_fedprox_a0p05_toytrain_sec01_s3,ToyTrain,01,fedprox,0.05,3,0.6245558330987897
p1e5_fedprox_a0p05_toytrain_sec01_s9,ToyTrain,01,fedprox,0.05,9,0.6781803513946371
p1e5_fedprox_a0p05_toytrain_sec02_s7,ToyTrain,02,fedprox,0.05,7,0.7504744397759102
p1e5_fedprox_a100_toycar_sec00_s4,ToyCar,00,fedprox,100.0,4,0.6635846560846561
p1e5_fedprox_a100_toycar_sec01_s2,ToyCar,01,fedprox,100.0,2,0.7912118437118438
p1e5_fedprox_a100_toycar_sec02_s1,ToyCar,02,fedprox,100.0,1,0.6809920634920634
p1e5_fedprox_a100_toycar_sec02_s8,ToyCar,02,fedprox,100.0,8,0.638888888888889
p1e5_fedprox_a100_toytrain_sec00_s6,ToyTrain,00,fedprox,100.0,6,0.4605952380952381
p1e5_fedprox_a100_toytrain_sec01_s5,ToyTrain,01,fedprox,100.0,5,0.5851298701298701
p1e5_fedprox_a100_toytrain_sec02_s4,ToyTrain,02,fedprox,100.0,4,0.7341137566137567
p1e5_personalized_a0p05_toycar_sec00_s3,ToyCar,00,personalized,0.05,3,0.4764441287878788
p1e5_personalized_a0p05_toycar_sec00_s9,ToyCar,00,personalized,0.05,9,0.7187760416666666
p1e5_personalized_a0p05_toycar_sec01_s8,ToyCar,01,personalized,0.05,8,0.8447763347763347
p1e5_personalized_a0p05_toycar_sec02_s5,ToyCar,02,personalized,0.05,5,0.707426997605569
p1e5_personalized_a0p05_toytrain_sec00_s3,ToyTrain,00,personalized,0.05,3,0.40818001443001445
p1e5_personalized_a0p05_toytrain_sec01_s2,ToyTrain,01,personalized,0.05,2,0.6348412698412699
p1e5_personalized_a0p05_toytrain_sec02_s1,ToyTrain,02,personalized,0.05,1,0.7400691900691901
p1e5_personalized_a0p05_toytrain_sec02_s6,ToyTrain,02,personalized,0.05,6,0.8258400329828902
p1e5_personalized_a100_toycar_sec00_s6,ToyCar,00,personalized,100.0,6,0.6824603174603174
p1e5_personalized_a100_toycar_sec01_s5,ToyCar,01,personalized,100.0,5,0.7569444444444444
p1e5_personalized_a100_toycar_sec02_s2,ToyCar,02,personalized,100.0,2,0.6695115995115996
p1e5_personalized_a100_toytrain_sec00_s1,ToyTrain,00,personalized,100.0,1,0.44937499999999997
p1e5_personalized_a100_toytrain_sec00_s9,ToyTrain,00,personalized,100.0,9,0.5223571428571429
p1e5_personalized_a100_toytrain_sec01_s6,ToyTrain,01,personalized,100.0,6,0.6506448412698413
p1e5_personalized_a100_toytrain_sec02_s3,ToyTrain,02,personalized,100.0,3,0.8031666666666666
