experiment,config_file,name,algorithm,algorithm_label,alpha,machine_type,db_level,seed,fedprox_mu,model_family,bottleneck,auroc,host,worker,gpu,log_file,log_line
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s1.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s1,fedprox,FedProx,0.05,slider,6dB,1,0.01,ConvAutoencoder,1024,0.9036850724820228,n3,norm_g5,5,n3/logs/p1_norm_g5.log,265
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s2.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s2,fedprox,FedProx,0.05,slider,6dB,2,0.01,ConvAutoencoder,1024,0.9488895893965172,n3,norm_g2,2,n3/logs/p1_norm_g2.log,263
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s3.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s3,fedprox,FedProx,0.05,slider,6dB,3,0.01,ConvAutoencoder,1024,0.9199744787397441,n3,norm_g7,7,n3/logs/p1_norm_g7.log,263
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s4.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s4,fedprox,FedProx,0.05,slider,6dB,4,0.01,ConvAutoencoder,1024,0.9502970002546621,n3,norm_g4,4,n3/logs/p1_norm_g4.log,265
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s5.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s5,fedprox,FedProx,0.05,slider,6dB,5,0.01,ConvAutoencoder,1024,0.8462347596839028,n3,norm_g1,1,n3/logs/p1_norm_g1.log,263
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s6.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s6,fedprox,FedProx,0.05,slider,6dB,6,0.01,ConvAutoencoder,1024,0.9997981259878962,n3,norm_g3,3,n3/logs/p1_norm_g3.log,267
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s7.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s7,fedprox,FedProx,0.05,slider,6dB,7,0.01,ConvAutoencoder,1024,0.9157688467094007,n3,norm_g0,0,n3/logs/p1_norm_g0.log,263
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s8.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s8,fedprox,FedProx,0.05,slider,6dB,8,0.01,ConvAutoencoder,1024,0.9210630812445858,n3,norm_g6,6,n3/logs/p1_norm_g6.log,267
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s9.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s9,fedprox,FedProx,0.05,slider,6dB,9,0.01,ConvAutoencoder,1024,0.9139298849158667,n3,norm_g5,5,n3/logs/p1_norm_g5.log,267
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s0.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s0,fedprox,FedProx,0.05,valve,-6dB,0,0.01,ConvAutoencoder,1024,0.35802550433897656,n3,norm_g2,2,n3/logs/p1_norm_g2.log,265
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s1.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s1,fedprox,FedProx,0.05,valve,-6dB,1,0.01,ConvAutoencoder,1024,0.501148957261952,n3,norm_g7,7,n3/logs/p1_norm_g7.log,265
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s2.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s2,fedprox,FedProx,0.05,valve,-6dB,2,0.01,ConvAutoencoder,1024,0.4130055624441934,n3,norm_g4,4,n3/logs/p1_norm_g4.log,267
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s3.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s3,fedprox,FedProx,0.05,valve,-6dB,3,0.01,ConvAutoencoder,1024,0.303275817841023,n3,norm_g1,1,n3/logs/p1_norm_g1.log,265
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s4.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s4,fedprox,FedProx,0.05,valve,-6dB,4,0.01,ConvAutoencoder,1024,0.34809504306130074,n3,norm_g3,3,n3/logs/p1_norm_g3.log,269
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s5.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s5,fedprox,FedProx,0.05,valve,-6dB,5,0.01,ConvAutoencoder,1024,0.36082538301986866,n3,norm_g0,0,n3/logs/p1_norm_g0.log,265
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s6.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s6,fedprox,FedProx,0.05,valve,-6dB,6,0.01,ConvAutoencoder,1024,0.38707423103020183,n3,norm_g6,6,n3/logs/p1_norm_g6.log,269
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s7.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s7,fedprox,FedProx,0.05,valve,-6dB,7,0.01,ConvAutoencoder,1024,0.36185930989539017,n3,norm_g5,5,n3/logs/p1_norm_g5.log,269
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s8.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s8,fedprox,FedProx,0.05,valve,-6dB,8,0.01,ConvAutoencoder,1024,0.4748397432157634,n3,norm_g7,7,n3/logs/p1_norm_g7.log,267
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s9.json,p1_fedprox_scoped_mu0p01_a0p05_valve_-6dB_s9,fedprox,FedProx,0.05,valve,-6dB,9,0.01,ConvAutoencoder,1024,0.42226990696062555,n3,norm_g2,2,n3/logs/p1_norm_g2.log,267
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s0.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s0,fedprox,FedProx,0.05,valve,6dB,0,0.01,ConvAutoencoder,1024,0.5569069928919097,n3,norm_g4,4,n3/logs/p1_norm_g4.log,269
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s1.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s1,fedprox,FedProx,0.05,valve,6dB,1,0.01,ConvAutoencoder,1024,0.5979688720930637,n3,norm_g1,1,n3/logs/p1_norm_g1.log,267
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s2.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s2,fedprox,FedProx,0.05,valve,6dB,2,0.01,ConvAutoencoder,1024,0.5311931480259415,n3,norm_g3,3,n3/logs/p1_norm_g3.log,271
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s3.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s3,fedprox,FedProx,0.05,valve,6dB,3,0.01,ConvAutoencoder,1024,0.5525900793455134,n3,norm_g6,6,n3/logs/p1_norm_g6.log,271
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s4.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s4,fedprox,FedProx,0.05,valve,6dB,4,0.01,ConvAutoencoder,1024,0.5127418781377725,n3,norm_g0,0,n3/logs/p1_norm_g0.log,267
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s5.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s5,fedprox,FedProx,0.05,valve,6dB,5,0.01,ConvAutoencoder,1024,0.49401729263417987,n3,norm_g5,5,n3/logs/p1_norm_g5.log,271
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s6.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s6,fedprox,FedProx,0.05,valve,6dB,6,0.01,ConvAutoencoder,1024,0.6418811927591984,n3,norm_g7,7,n3/logs/p1_norm_g7.log,269
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s7.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s7,fedprox,FedProx,0.05,valve,6dB,7,0.01,ConvAutoencoder,1024,0.45836995337767056,n3,norm_g2,2,n3/logs/p1_norm_g2.log,269
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s8.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s8,fedprox,FedProx,0.05,valve,6dB,8,0.01,ConvAutoencoder,1024,0.6203407189102297,n3,norm_g4,4,n3/logs/p1_norm_g4.log,271
E3,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s9.json,p1_fedprox_scoped_mu0p01_a0p05_valve_6dB_s9,fedprox,FedProx,0.05,valve,6dB,9,0.01,ConvAutoencoder,1024,0.5840240621493429,n3,norm_g1,1,n3/logs/p1_norm_g1.log,269
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s0.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s0,fedprox,FedProx,100.0,slider,-6dB,0,0.01,ConvAutoencoder,1024,0.9368976964845365,n3,norm_g6,6,n3/logs/p1_norm_g6.log,273
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s1.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s1,fedprox,FedProx,100.0,slider,-6dB,1,0.01,ConvAutoencoder,1024,0.9055260322823505,n3,norm_g0,0,n3/logs/p1_norm_g0.log,269
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s2.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s2,fedprox,FedProx,100.0,slider,-6dB,2,0.01,ConvAutoencoder,1024,0.947450408599287,n3,norm_g3,3,n3/logs/p1_norm_g3.log,273
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s3.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s3,fedprox,FedProx,100.0,slider,-6dB,3,0.01,ConvAutoencoder,1024,0.9306886988169797,n3,norm_g5,5,n3/logs/p1_norm_g5.log,273
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s4.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s4,fedprox,FedProx,100.0,slider,-6dB,4,0.01,ConvAutoencoder,1024,0.9264247817291473,n3,norm_g7,7,n3/logs/p1_norm_g7.log,271
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s5.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s5,fedprox,FedProx,100.0,slider,-6dB,5,0.01,ConvAutoencoder,1024,0.9353786007345175,n3,norm_g2,2,n3/logs/p1_norm_g2.log,271
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s6.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s6,fedprox,FedProx,100.0,slider,-6dB,6,0.01,ConvAutoencoder,1024,0.9450440732292315,n3,norm_g4,4,n3/logs/p1_norm_g4.log,273
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s7.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s7,fedprox,FedProx,100.0,slider,-6dB,7,0.01,ConvAutoencoder,1024,0.9351731301544752,n3,norm_g1,1,n3/logs/p1_norm_g1.log,271
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s8.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s8,fedprox,FedProx,100.0,slider,-6dB,8,0.01,ConvAutoencoder,1024,0.9431368193251805,n3,norm_g6,6,n3/logs/p1_norm_g6.log,275
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s9.json,p1_fedprox_scoped_mu0p01_a100p0_slider_-6dB_s9,fedprox,FedProx,100.0,slider,-6dB,9,0.01,ConvAutoencoder,1024,0.9376314509010779,n3,norm_g0,0,n3/logs/p1_norm_g0.log,271
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s0.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s0,fedprox,FedProx,100.0,slider,6dB,0,0.01,ConvAutoencoder,1024,0.9866561054412347,n3,norm_g3,3,n3/logs/p1_norm_g3.log,275
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s1.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s1,fedprox,FedProx,100.0,slider,6dB,1,0.01,ConvAutoencoder,1024,0.9922432539517608,n3,norm_g5,5,n3/logs/p1_norm_g5.log,275
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s2.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s2,fedprox,FedProx,100.0,slider,6dB,2,0.01,ConvAutoencoder,1024,0.9942385735536536,n3,norm_g7,7,n3/logs/p1_norm_g7.log,273
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s3.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s3,fedprox,FedProx,100.0,slider,6dB,3,0.01,ConvAutoencoder,1024,0.9953147641898082,n3,norm_g2,2,n3/logs/p1_norm_g2.log,273
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s4.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s4,fedprox,FedProx,100.0,slider,6dB,4,0.01,ConvAutoencoder,1024,0.9955395855868343,n3,norm_g4,4,n3/logs/p1_norm_g4.log,275
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s5.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s5,fedprox,FedProx,100.0,slider,6dB,5,0.01,ConvAutoencoder,1024,0.9978968127324475,n3,norm_g1,1,n3/logs/p1_norm_g1.log,273
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s6.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s6,fedprox,FedProx,100.0,slider,6dB,6,0.01,ConvAutoencoder,1024,0.9995516378725128,n3,norm_g6,6,n3/logs/p1_norm_g6.log,277
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s7.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s7,fedprox,FedProx,100.0,slider,6dB,7,0.01,ConvAutoencoder,1024,0.9955429837996361,n3,norm_g0,0,n3/logs/p1_norm_g0.log,273
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s8.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s8,fedprox,FedProx,100.0,slider,6dB,8,0.01,ConvAutoencoder,1024,0.995194143850112,n3,norm_g3,3,n3/logs/p1_norm_g3.log,277
E3,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s9.json,p1_fedprox_scoped_mu0p01_a100p0_slider_6dB_s9,fedprox,FedProx,100.0,slider,6dB,9,0.01,ConvAutoencoder,1024,0.9967680733219051,n3,norm_g5,5,n3/logs/p1_norm_g5.log,277
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s0.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s0,fedprox,FedProx,100.0,valve,-6dB,0,0.01,ConvAutoencoder,1024,0.4668763445544129,n3,norm_g7,7,n3/logs/p1_norm_g7.log,275
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s1.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s1,fedprox,FedProx,100.0,valve,-6dB,1,0.01,ConvAutoencoder,1024,0.458233559548745,n3,norm_g2,2,n3/logs/p1_norm_g2.log,275
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s2.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s2,fedprox,FedProx,100.0,valve,-6dB,2,0.01,ConvAutoencoder,1024,0.4543488383853183,n3,norm_g4,4,n3/logs/p1_norm_g4.log,277
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s3.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s3,fedprox,FedProx,100.0,valve,-6dB,3,0.01,ConvAutoencoder,1024,0.4671337403950968,n3,norm_g1,1,n3/logs/p1_norm_g1.log,275
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s4.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s4,fedprox,FedProx,100.0,valve,-6dB,4,0.01,ConvAutoencoder,1024,0.45884915073074606,n3,norm_g6,6,n3/logs/p1_norm_g6.log,279
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s5.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s5,fedprox,FedProx,100.0,valve,-6dB,5,0.01,ConvAutoencoder,1024,0.4409525317691248,n3,norm_g0,0,n3/logs/p1_norm_g0.log,275
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s6.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s6,fedprox,FedProx,100.0,valve,-6dB,6,0.01,ConvAutoencoder,1024,0.4764327802850691,n3,norm_g3,3,n3/logs/p1_norm_g3.log,279
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s7.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s7,fedprox,FedProx,100.0,valve,-6dB,7,0.01,ConvAutoencoder,1024,0.46467720796560374,n3,norm_g5,5,n3/logs/p1_norm_g5.log,279
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s8.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s8,fedprox,FedProx,100.0,valve,-6dB,8,0.01,ConvAutoencoder,1024,0.43352833188669215,n3,norm_g7,7,n3/logs/p1_norm_g7.log,277
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s9.json,p1_fedprox_scoped_mu0p01_a100p0_valve_-6dB_s9,fedprox,FedProx,100.0,valve,-6dB,9,0.01,ConvAutoencoder,1024,0.4471432181122882,n3,norm_g2,2,n3/logs/p1_norm_g2.log,277
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s0.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s0,fedprox,FedProx,100.0,valve,6dB,0,0.01,ConvAutoencoder,1024,0.5870890820404596,n3,norm_g4,4,n3/logs/p1_norm_g4.log,279
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s1.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s1,fedprox,FedProx,100.0,valve,6dB,1,0.01,ConvAutoencoder,1024,0.5922772467858142,n3,norm_g1,1,n3/logs/p1_norm_g1.log,277
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s2.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s2,fedprox,FedProx,100.0,valve,6dB,2,0.01,ConvAutoencoder,1024,0.6046283187702387,n3,norm_g6,6,n3/logs/p1_norm_g6.log,281
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s3.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s3,fedprox,FedProx,100.0,valve,6dB,3,0.01,ConvAutoencoder,1024,0.598563730760297,n3,norm_g0,0,n3/logs/p1_norm_g0.log,277
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s4.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s4,fedprox,FedProx,100.0,valve,6dB,4,0.01,ConvAutoencoder,1024,0.6003899297355184,n3,norm_g5,5,n3/logs/p1_norm_g5.log,281
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s5.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s5,fedprox,FedProx,100.0,valve,6dB,5,0.01,ConvAutoencoder,1024,0.5894523333452943,n3,norm_g3,3,n3/logs/p1_norm_g3.log,281
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s6.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s6,fedprox,FedProx,100.0,valve,6dB,6,0.01,ConvAutoencoder,1024,0.5959400203630075,n3,norm_g7,7,n3/logs/p1_norm_g7.log,279
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s7.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s7,fedprox,FedProx,100.0,valve,6dB,7,0.01,ConvAutoencoder,1024,0.5895037357838729,n3,norm_g2,2,n3/logs/p1_norm_g2.log,279
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s8.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s8,fedprox,FedProx,100.0,valve,6dB,8,0.01,ConvAutoencoder,1024,0.6066183557914393,n3,norm_g4,4,n3/logs/p1_norm_g4.log,281
E3,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s9.json,p1_fedprox_scoped_mu0p01_a100p0_valve_6dB_s9,fedprox,FedProx,100.0,valve,6dB,9,0.01,ConvAutoencoder,1024,0.5976538155768172,n3,norm_g1,1,n3/logs/p1_norm_g1.log,279
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s0.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s0,fedprox,FedProx,0.05,slider,-6dB,0,0.0,ConvAutoencoder,1024,0.7701662567656026,n3,norm_g6,6,n3/logs/p1_norm_g6.log,283
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s1.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s1,fedprox,FedProx,0.05,slider,-6dB,1,0.0,ConvAutoencoder,1024,0.744285401060737,n3,norm_g0,0,n3/logs/p1_norm_g0.log,279
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s2.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s2,fedprox,FedProx,0.05,slider,-6dB,2,0.0,ConvAutoencoder,1024,0.7882564496297384,n3,norm_g5,5,n3/logs/p1_norm_g5.log,283
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s3.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s3,fedprox,FedProx,0.05,slider,-6dB,3,0.0,ConvAutoencoder,1024,0.761563630903885,n3,norm_g3,3,n3/logs/p1_norm_g3.log,283
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s4.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s4,fedprox,FedProx,0.05,slider,-6dB,4,0.0,ConvAutoencoder,1024,0.8357888458937257,n3,norm_g7,7,n3/logs/p1_norm_g7.log,281
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s5.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s5,fedprox,FedProx,0.05,slider,-6dB,5,0.0,ConvAutoencoder,1024,0.6929722780789523,n3,norm_g2,2,n3/logs/p1_norm_g2.log,281
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s6.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s6,fedprox,FedProx,0.05,slider,-6dB,6,0.0,ConvAutoencoder,1024,0.9478438078089022,n3,norm_g4,4,n3/logs/p1_norm_g4.log,283
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s7.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s7,fedprox,FedProx,0.05,slider,-6dB,7,0.0,ConvAutoencoder,1024,0.81252429439421,n3,norm_g1,1,n3/logs/p1_norm_g1.log,281
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s8.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s8,fedprox,FedProx,0.05,slider,-6dB,8,0.0,ConvAutoencoder,1024,0.8477252366804454,n3,norm_g6,6,n3/logs/p1_norm_g6.log,285
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s9.json,p1_fedprox_scoped_mu0p0_a0p05_slider_-6dB_s9,fedprox,FedProx,0.05,slider,-6dB,9,0.0,ConvAutoencoder,1024,0.8594904875378473,n3,norm_g0,0,n3/logs/p1_norm_g0.log,281
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s0.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s0,fedprox,FedProx,0.05,slider,6dB,0,0.0,ConvAutoencoder,1024,0.7860201738352032,n3,norm_g5,5,n3/logs/p1_norm_g5.log,285
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s1.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s1,fedprox,FedProx,0.05,slider,6dB,1,0.0,ConvAutoencoder,1024,0.910626349830926,n3,norm_g3,3,n3/logs/p1_norm_g3.log,285
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s2.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s2,fedprox,FedProx,0.05,slider,6dB,2,0.0,ConvAutoencoder,1024,0.9151599236194029,n3,norm_g7,7,n3/logs/p1_norm_g7.log,283
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s3.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s3,fedprox,FedProx,0.05,slider,6dB,3,0.0,ConvAutoencoder,1024,0.9055569843095097,n3,norm_g2,2,n3/logs/p1_norm_g2.log,283
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s4.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s4,fedprox,FedProx,0.05,slider,6dB,4,0.0,ConvAutoencoder,1024,0.923952421783922,n3,norm_g4,4,n3/logs/p1_norm_g4.log,285
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s5.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s5,fedprox,FedProx,0.05,slider,6dB,5,0.0,ConvAutoencoder,1024,0.8641809299460146,n3,norm_g1,1,n3/logs/p1_norm_g1.log,283
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s6.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s6,fedprox,FedProx,0.05,slider,6dB,6,0.0,ConvAutoencoder,1024,0.9980561004214772,n3,norm_g6,6,n3/logs/p1_norm_g6.log,287
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s7.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s7,fedprox,FedProx,0.05,slider,6dB,7,0.0,ConvAutoencoder,1024,0.8864219149580049,n3,norm_g0,0,n3/logs/p1_norm_g0.log,283
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s8.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s8,fedprox,FedProx,0.05,slider,6dB,8,0.0,ConvAutoencoder,1024,0.853824627458101,n3,norm_g5,5,n3/logs/p1_norm_g5.log,287
E3,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s9.json,p1_fedprox_scoped_mu0p0_a0p05_slider_6dB_s9,fedprox,FedProx,0.05,slider,6dB,9,0.0,ConvAutoencoder,1024,0.9098582960863919,n3,norm_g3,3,n3/logs/p1_norm_g3.log,287
E3,p1_fedprox_scoped_mu0p0_a0p05_valve_-6dB_s0.json,p1_fedprox_scoped_mu0p0_a0p05_valve_-6dB_s0,fedprox,FedProx,0.05,valve,-6dB,0,0.0,ConvAutoencoder,1024,0.38676824006828064,n3,norm_g7,7,n3/logs/p1_norm_g7.log,285
E3,p1_fedprox_scoped_mu0p0_a0p05_valve_-6dB_s1.json,p1_fedprox_scoped_mu0p0_a0p05_valve_-6dB_s1,fedprox,FedProx,0.05,valve,-6dB,1,0.0,ConvAutoencoder,1024,0.6022446710629501,n3,norm_g2,2,n3/logs/p1_norm_g2.log,285
E3,p1_fedprox_scoped_mu0p0_a0p05_valve_-6dB_s2.json,p1_fedprox_scoped_mu0p0_a0p05_valve_-6dB_s2,fedprox,FedProx,0.05,valve,-6dB,2,0.0,ConvAutoencoder,1024,0.48054099245656196,n3,norm_g4,4,n3/logs/p1_norm_g4.log,287
