host,worker,gpu,done_file,name,normalization_mode,algorithm,alpha,machine_type,db_level,seed,auroc,log_file,log_line
master,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a0p5_fan_6dB_s0.json,p1_norm_federated_train_personalized_a0p5_fan_6dB_s0,federated_train,personalized,0.5,fan,6dB,0,0.9640792012398375,master/p1/logs/p1_norm_g1.log,92
n3,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a0p5_fan_m6dB_s3.json,p1_norm_federated_train_personalized_a0p5_fan_m6dB_s3,federated_train,personalized,0.5,fan,-6dB,3,0.6108089461017021,n3/p1/logs/p1_norm_g1.log,154
master,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a0p5_slider_0dB_s4.json,p1_norm_federated_train_personalized_a0p5_slider_0dB_s4,federated_train,personalized,0.5,slider,0dB,4,0.8989019814396875,master/p1/logs/p1_norm_g1.log,94
master,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a0p5_valve_6dB_s2.json,p1_norm_federated_train_personalized_a0p5_valve_6dB_s2,federated_train,personalized,0.5,valve,6dB,2,0.6508780494165037,master/p1/logs/p1_norm_g1.log,96
n3,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a0p5_valve_m6dB_s3.json,p1_norm_federated_train_personalized_a0p5_valve_m6dB_s3,federated_train,personalized,0.5,valve,-6dB,3,0.49603156858719666,n3/p1/logs/p1_norm_g1.log,156
master,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a100_fan_0dB_s0.json,p1_norm_federated_train_personalized_a100_fan_0dB_s0,federated_train,personalized,100.0,fan,0dB,0,0.8407506998086024,master/p1/logs/p1_norm_g1.log,160
n3,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a100_fan_m6dB_s4.json,p1_norm_federated_train_personalized_a100_fan_m6dB_s4,federated_train,personalized,100.0,fan,-6dB,4,0.6333149200996662,n3/p1/logs/p1_norm_g1.log,158
master,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a100_slider_0dB_s3.json,p1_norm_federated_train_personalized_a100_slider_0dB_s3,federated_train,personalized,100.0,slider,0dB,3,0.8974944754799765,master/p1/logs/p1_norm_g1.log,162
master,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a100_slider_m6dB_s0.json,p1_norm_federated_train_personalized_a100_slider_m6dB_s0,federated_train,personalized,100.0,slider,-6dB,0,0.8385320990726004,master/p1/logs/p1_norm_g1.log,164
n3,norm_g1,1,norm_g1_p1_norm_federated_train_personalized_a100_valve_0dB_s1.json,p1_norm_federated_train_personalized_a100_valve_0dB_s1,federated_train,personalized,100.0,valve,0dB,1,0.5616818724330114,n3/p1/logs/p1_norm_g1.log,160
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p05_fan_0dB_s0.json,p1_norm_local_site_clustered_fl_a0p05_fan_0dB_s0,local_site,clustered_fl,0.05,fan,0dB,0,0.7923930285571584,master/p1/logs/p1_norm_g1.log,166
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p05_fan_0dB_s1.json,p1_norm_local_site_clustered_fl_a0p05_fan_0dB_s1,local_site,clustered_fl,0.05,fan,0dB,1,0.8207731214642221,n3/p1/logs/p1_norm_g1.log,162
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s0.json,p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s0,local_site,clustered_fl,0.05,slider,0dB,0,0.9328469129364833,n3/p1/logs/p1_norm_g1.log,164
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s3.json,p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s3,local_site,clustered_fl,0.05,slider,0dB,3,0.8659202555173046,master/p1/logs/p1_norm_g1.log,168
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s2.json,p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s2,local_site,clustered_fl,0.05,valve,0dB,2,0.5946626513326291,master/p1/logs/p1_norm_g1.log,170
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s3.json,p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s3,local_site,clustered_fl,0.05,valve,0dB,3,0.502350984904164,n3/p1/logs/p1_norm_g1.log,166
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s2.json,p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s2,local_site,clustered_fl,0.5,fan,0dB,2,0.8412287869928244,n3/p1/logs/p1_norm_g1.log,168
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p5_fan_6dB_s0.json,p1_norm_local_site_clustered_fl_a0p5_fan_6dB_s0,local_site,clustered_fl,0.5,fan,6dB,0,0.9509222535155905,master/p1/logs/p1_norm_g1.log,172
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s4.json,p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s4,local_site,clustered_fl,0.5,slider,0dB,4,0.8983865306361872,master/p1/logs/p1_norm_g1.log,174
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s0.json,p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s0,local_site,clustered_fl,0.5,slider,6dB,0,0.9324224566763839,n3/p1/logs/p1_norm_g1.log,170
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s4.json,p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s4,local_site,clustered_fl,0.5,valve,0dB,4,0.5480151609813608,n3/p1/logs/p1_norm_g1.log,172
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s2.json,p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s2,local_site,clustered_fl,0.5,valve,6dB,2,0.6499596105007291,master/p1/logs/p1_norm_g1.log,176
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a100_fan_6dB_s1.json,p1_norm_local_site_clustered_fl_a100_fan_6dB_s1,local_site,clustered_fl,100.0,fan,6dB,1,0.9508350673874579,master/p1/logs/p1_norm_g1.log,178
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a100_fan_6dB_s2.json,p1_norm_local_site_clustered_fl_a100_fan_6dB_s2,local_site,clustered_fl,100.0,fan,6dB,2,0.9560370828693088,n3/p1/logs/p1_norm_g1.log,174
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a100_slider_6dB_s1.json,p1_norm_local_site_clustered_fl_a100_slider_6dB_s1,local_site,clustered_fl,100.0,slider,6dB,1,0.9265812613912559,n3/p1/logs/p1_norm_g1.log,176
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a100_slider_6dB_s4.json,p1_norm_local_site_clustered_fl_a100_slider_6dB_s4,local_site,clustered_fl,100.0,slider,6dB,4,0.9351934863719533,master/p1/logs/p1_norm_g1.log,180
master,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a100_valve_6dB_s3.json,p1_norm_local_site_clustered_fl_a100_valve_6dB_s3,local_site,clustered_fl,100.0,valve,6dB,3,0.6465174176219326,master/p1/logs/p1_norm_g1.log,182
n3,norm_g1,1,norm_g1_p1_norm_local_site_clustered_fl_a100_valve_6dB_s4.json,p1_norm_local_site_clustered_fl_a100_valve_6dB_s4,local_site,clustered_fl,100.0,valve,6dB,4,0.6271481229429534,n3/p1/logs/p1_norm_g1.log,178
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p05_fan_6dB_s1.json,p1_norm_local_site_fedavg_a0p05_fan_6dB_s1,local_site,fedavg,0.05,fan,6dB,1,0.9583717796164078,n3/p1/logs/p1_norm_g1.log,180
master,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p05_slider_0dB_s0.json,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,local_site,fedavg,0.05,slider,0dB,0,0.8806424821334335,master/p1/logs/p1_norm_g1.log,184
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p05_slider_0dB_s3.json,p1_norm_local_site_fedavg_a0p05_slider_0dB_s3,local_site,fedavg,0.05,slider,0dB,3,0.8580390114197727,n3/p1/logs/p1_norm_g1.log,182
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p05_slider_m6dB_s4.json,p1_norm_local_site_fedavg_a0p05_slider_m6dB_s4,local_site,fedavg,0.05,slider,-6dB,4,0.7951834934548815,n3/p1/logs/p1_norm_g1.log,184
master,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p05_valve_0dB_s1.json,p1_norm_local_site_fedavg_a0p05_valve_0dB_s1,local_site,fedavg,0.05,valve,0dB,1,0.5827257985236671,master/p1/logs/p1_norm_g1.log,186
master,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p5_fan_0dB_s0.json,p1_norm_local_site_fedavg_a0p5_fan_0dB_s0,local_site,fedavg,0.5,fan,0dB,0,0.8205643472860998,master/p1/logs/p1_norm_g1.log,188
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p5_fan_0dB_s1.json,p1_norm_local_site_fedavg_a0p5_fan_0dB_s1,local_site,fedavg,0.5,fan,0dB,1,0.8155552887539468,n3/p1/logs/p1_norm_g1.log,186
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p5_slider_0dB_s0.json,p1_norm_local_site_fedavg_a0p5_slider_0dB_s0,local_site,fedavg,0.5,slider,0dB,0,0.9023286862578356,n3/p1/logs/p1_norm_g1.log,188
master,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p5_slider_0dB_s3.json,p1_norm_local_site_fedavg_a0p5_slider_0dB_s3,local_site,fedavg,0.5,slider,0dB,3,0.90703176676556,master/p1/logs/p1_norm_g1.log,190
master,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p5_valve_0dB_s2.json,p1_norm_local_site_fedavg_a0p5_valve_0dB_s2,local_site,fedavg,0.5,valve,0dB,2,0.5714970703218633,master/p1/logs/p1_norm_g1.log,192
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a0p5_valve_0dB_s3.json,p1_norm_local_site_fedavg_a0p5_valve_0dB_s3,local_site,fedavg,0.5,valve,0dB,3,0.5931691301619118,n3/p1/logs/p1_norm_g1.log,190
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a100_fan_0dB_s2.json,p1_norm_local_site_fedavg_a100_fan_0dB_s2,local_site,fedavg,100.0,fan,0dB,2,0.8170185743255761,n3/p1/logs/p1_norm_g1.log,192
master,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a100_fan_6dB_s0.json,p1_norm_local_site_fedavg_a100_fan_6dB_s0,local_site,fedavg,100.0,fan,6dB,0,0.958200226074885,master/p1/logs/p1_norm_g1.log,194
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a100_slider_6dB_s0.json,p1_norm_local_site_fedavg_a100_slider_6dB_s0,local_site,fedavg,100.0,slider,6dB,0,0.9387075223066443,n3/p1/logs/p1_norm_g1.log,194
master,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a100_slider_6dB_s1.json,p1_norm_local_site_fedavg_a100_slider_6dB_s1,local_site,fedavg,100.0,slider,6dB,1,0.9262935073592116,master/p1/logs/p1_norm_g1.log,196
n3,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a100_valve_0dB_s4.json,p1_norm_local_site_fedavg_a100_valve_0dB_s4,local_site,fedavg,100.0,valve,0dB,4,0.5388062512606095,n3/p1/logs/p1_norm_g1.log,196
master,norm_g1,1,norm_g1_p1_norm_local_site_fedavg_a100_valve_6dB_s4.json,p1_norm_local_site_fedavg_a100_valve_6dB_s4,local_site,fedavg,100.0,valve,6dB,4,0.6267844373683056,master/p1/logs/p1_norm_g1.log,198
n3,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p05_fan_6dB_s1.json,p1_norm_local_site_personalized_a0p05_fan_6dB_s1,local_site,personalized,0.05,fan,6dB,1,0.9608647516528104,n3/p1/logs/p1_norm_g1.log,198
master,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p05_fan_6dB_s4.json,p1_norm_local_site_personalized_a0p05_fan_6dB_s4,local_site,personalized,0.05,fan,6dB,4,0.9258721656261383,master/p1/logs/p1_norm_g1.log,200
master,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p05_slider_6dB_s3.json,p1_norm_local_site_personalized_a0p05_slider_6dB_s3,local_site,personalized,0.05,slider,6dB,3,0.9299610856113669,master/p1/logs/p1_norm_g1.log,202
n3,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p05_slider_6dB_s4.json,p1_norm_local_site_personalized_a0p05_slider_6dB_s4,local_site,personalized,0.05,slider,6dB,4,0.9303670155069529,n3/p1/logs/p1_norm_g1.log,200
n3,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p05_valve_6dB_s1.json,p1_norm_local_site_personalized_a0p05_valve_6dB_s1,local_site,personalized,0.05,valve,6dB,1,0.6962472444897612,n3/p1/logs/p1_norm_g1.log,202
master,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p05_valve_m6dB_s0.json,p1_norm_local_site_personalized_a0p05_valve_m6dB_s0,local_site,personalized,0.05,valve,-6dB,0,0.4726043892201007,master/p1/logs/p1_norm_g1.log,204
n3,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p5_fan_6dB_s4.json,p1_norm_local_site_personalized_a0p5_fan_6dB_s4,local_site,personalized,0.5,fan,6dB,4,0.9440974151736741,n3/p1/logs/p1_norm_g1.log,204
master,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p5_fan_m6dB_s1.json,p1_norm_local_site_personalized_a0p5_fan_m6dB_s1,local_site,personalized,0.5,fan,-6dB,1,0.6561566964276494,master/p1/logs/p1_norm_g1.log,206
n3,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p5_slider_6dB_s3.json,p1_norm_local_site_personalized_a0p5_slider_6dB_s3,local_site,personalized,0.5,slider,6dB,3,0.9457570834519865,n3/p1/logs/p1_norm_g1.log,206
master,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p5_valve_0dB_s0.json,p1_norm_local_site_personalized_a0p5_valve_0dB_s0,local_site,personalized,0.5,valve,0dB,0,0.5721782115212168,master/p1/logs/p1_norm_g1.log,208
n3,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a0p5_valve_m6dB_s0.json,p1_norm_local_site_personalized_a0p5_valve_m6dB_s0,local_site,personalized,0.5,valve,-6dB,0,0.5065995138058514,n3/p1/logs/p1_norm_g1.log,208
master,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a100_fan_0dB_s3.json,p1_norm_local_site_personalized_a100_fan_0dB_s3,local_site,personalized,100.0,fan,0dB,3,0.7956781687169463,master/p1/logs/p1_norm_g1.log,210
n3,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a100_fan_m6dB_s1.json,p1_norm_local_site_personalized_a100_fan_m6dB_s1,local_site,personalized,100.0,fan,-6dB,1,0.6385283611385579,n3/p1/logs/p1_norm_g1.log,210
master,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a100_slider_0dB_s2.json,p1_norm_local_site_personalized_a100_slider_0dB_s2,local_site,personalized,100.0,slider,0dB,2,0.9020254099747073,master/p1/logs/p1_norm_g1.log,212
n3,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a100_slider_m6dB_s4.json,p1_norm_local_site_personalized_a100_slider_m6dB_s4,local_site,personalized,100.0,slider,-6dB,4,0.8325614456163317,n3/p1/logs/p1_norm_g1.log,212
master,norm_g1,1,norm_g1_p1_norm_local_site_personalized_a100_valve_6dB_s0.json,p1_norm_local_site_personalized_a100_valve_6dB_s0,local_site,personalized,100.0,valve,6dB,0,0.6213062488178562,master/p1/logs/p1_norm_g1.log,214
master,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p05_fan_0dB_s2.json,p1_norm_central_clustered_fl_a0p05_fan_0dB_s2,central,clustered_fl,0.05,fan,0dB,2,0.8620550094871774,master/p1/logs/p1_norm_g2.log,2
n3,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p05_fan_0dB_s3.json,p1_norm_central_clustered_fl_a0p05_fan_0dB_s3,central,clustered_fl,0.05,fan,0dB,3,0.7742355074529379,n3/p1/logs/p1_norm_g2.log,2
n3,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p05_slider_6dB_s1.json,p1_norm_central_clustered_fl_a0p05_slider_6dB_s1,central,clustered_fl,0.05,slider,6dB,1,0.8994664810239484,n3/p1/logs/p1_norm_g2.log,4
master,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p05_slider_m6dB_s0.json,p1_norm_central_clustered_fl_a0p05_slider_m6dB_s0,central,clustered_fl,0.05,slider,-6dB,0,0.848671083521145,master/p1/logs/p1_norm_g2.log,4
n3,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p05_valve_6dB_s4.json,p1_norm_central_clustered_fl_a0p05_valve_6dB_s4,central,clustered_fl,0.05,valve,6dB,4,0.6305340221331374,n3/p1/logs/p1_norm_g2.log,6
master,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p05_valve_m6dB_s3.json,p1_norm_central_clustered_fl_a0p05_valve_m6dB_s3,central,clustered_fl,0.05,valve,-6dB,3,0.41899782539895325,master/p1/logs/p1_norm_g2.log,6
n3,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p5_fan_6dB_s3.json,p1_norm_central_clustered_fl_a0p5_fan_6dB_s3,central,clustered_fl,0.5,fan,6dB,3,0.9447312528050352,n3/p1/logs/p1_norm_g2.log,8
master,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p5_slider_0dB_s0.json,p1_norm_central_clustered_fl_a0p5_slider_0dB_s0,central,clustered_fl,0.5,slider,0dB,0,0.8898863624686106,master/p1/logs/p1_norm_g2.log,8
master,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p5_slider_m6dB_s1.json,p1_norm_central_clustered_fl_a0p5_slider_m6dB_s1,central,clustered_fl,0.5,slider,-6dB,1,0.8338594567725458,master/p1/logs/p1_norm_g2.log,10
n3,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p5_slider_m6dB_s2.json,p1_norm_central_clustered_fl_a0p5_slider_m6dB_s2,central,clustered_fl,0.5,slider,-6dB,2,0.8370244168435603,n3/p1/logs/p1_norm_g2.log,10
n3,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p5_valve_m6dB_s3.json,p1_norm_central_clustered_fl_a0p5_valve_m6dB_s3,central,clustered_fl,0.5,valve,-6dB,3,0.4911162283262785,n3/p1/logs/p1_norm_g2.log,12
master,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a0p5_valve_m6dB_s4.json,p1_norm_central_clustered_fl_a0p5_valve_m6dB_s4,central,clustered_fl,0.5,valve,-6dB,4,0.4735019347684471,master/p1/logs/p1_norm_g2.log,12
master,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a100_fan_m6dB_s3.json,p1_norm_central_clustered_fl_a100_fan_m6dB_s3,central,clustered_fl,100.0,fan,-6dB,3,0.6134202710190764,master/p1/logs/p1_norm_g2.log,14
n3,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a100_fan_m6dB_s4.json,p1_norm_central_clustered_fl_a100_fan_m6dB_s4,central,clustered_fl,100.0,fan,-6dB,4,0.6234422473428713,n3/p1/logs/p1_norm_g2.log,14
master,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a100_valve_0dB_s0.json,p1_norm_central_clustered_fl_a100_valve_0dB_s0,central,clustered_fl,100.0,valve,0dB,0,0.5465268276657143,master/p1/logs/p1_norm_g2.log,16
n3,norm_g2,2,norm_g2_p1_norm_central_clustered_fl_a100_valve_6dB_s2.json,p1_norm_central_clustered_fl_a100_valve_6dB_s2,central,clustered_fl,100.0,valve,6dB,2,0.6458938895021296,n3/p1/logs/p1_norm_g2.log,16
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p05_fan_0dB_s3.json,p1_norm_central_fedavg_a0p05_fan_0dB_s3,central,fedavg,0.05,fan,0dB,3,0.780435134068932,master/p1/logs/p1_norm_g2.log,18
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p05_fan_6dB_s1.json,p1_norm_central_fedavg_a0p05_fan_6dB_s1,central,fedavg,0.05,fan,6dB,1,0.9544682526299404,n3/p1/logs/p1_norm_g2.log,18
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p05_fan_m6dB_s0.json,p1_norm_central_fedavg_a0p05_fan_m6dB_s0,central,fedavg,0.05,fan,-6dB,0,0.566502287266117,master/p1/logs/p1_norm_g2.log,20
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p05_slider_0dB_s1.json,p1_norm_central_fedavg_a0p05_slider_0dB_s1,central,fedavg,0.05,slider,0dB,1,0.8652743604692541,n3/p1/logs/p1_norm_g2.log,20
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p05_slider_m6dB_s0.json,p1_norm_central_fedavg_a0p05_slider_m6dB_s0,central,fedavg,0.05,slider,-6dB,0,0.7415889965226938,n3/p1/logs/p1_norm_g2.log,22
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p05_slider_m6dB_s1.json,p1_norm_central_fedavg_a0p05_slider_m6dB_s1,central,fedavg,0.05,slider,-6dB,1,0.7311190863700363,master/p1/logs/p1_norm_g2.log,22
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p05_valve_m6dB_s1.json,p1_norm_central_fedavg_a0p05_valve_m6dB_s1,central,fedavg,0.05,valve,-6dB,1,0.6301366686826273,n3/p1/logs/p1_norm_g2.log,24
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p05_valve_m6dB_s4.json,p1_norm_central_fedavg_a0p05_valve_m6dB_s4,central,fedavg,0.05,valve,-6dB,4,0.43685125934266344,master/p1/logs/p1_norm_g2.log,24
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p5_fan_m6dB_s2.json,p1_norm_central_fedavg_a0p5_fan_m6dB_s2,central,fedavg,0.5,fan,-6dB,2,0.6019112554022555,n3/p1/logs/p1_norm_g2.log,26
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p5_fan_m6dB_s3.json,p1_norm_central_fedavg_a0p5_fan_m6dB_s3,central,fedavg,0.5,fan,-6dB,3,0.601449324569301,master/p1/logs/p1_norm_g2.log,26
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p5_slider_m6dB_s3.json,p1_norm_central_fedavg_a0p5_slider_m6dB_s3,central,fedavg,0.5,slider,-6dB,3,0.8493853395705745,n3/p1/logs/p1_norm_g2.log,28
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p5_valve_0dB_s0.json,p1_norm_central_fedavg_a0p5_valve_0dB_s0,central,fedavg,0.5,valve,0dB,0,0.5628920943431811,master/p1/logs/p1_norm_g2.log,28
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a0p5_valve_m6dB_s4.json,p1_norm_central_fedavg_a0p5_valve_m6dB_s4,central,fedavg,0.5,valve,-6dB,4,0.48416236000990576,n3/p1/logs/p1_norm_g2.log,30
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a100_fan_0dB_s3.json,p1_norm_central_fedavg_a100_fan_0dB_s3,central,fedavg,100.0,fan,0dB,3,0.7905544770880903,master/p1/logs/p1_norm_g2.log,30
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a100_slider_0dB_s1.json,p1_norm_central_fedavg_a100_slider_0dB_s1,central,fedavg,100.0,slider,0dB,1,0.8966855297469583,n3/p1/logs/p1_norm_g2.log,32
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a100_slider_0dB_s2.json,p1_norm_central_fedavg_a100_slider_0dB_s2,central,fedavg,100.0,slider,0dB,2,0.9010509055503568,master/p1/logs/p1_norm_g2.log,32
n3,norm_g2,2,norm_g2_p1_norm_central_fedavg_a100_valve_0dB_s0.json,p1_norm_central_fedavg_a100_valve_0dB_s0,central,fedavg,100.0,valve,0dB,0,0.5532836724065981,n3/p1/logs/p1_norm_g2.log,34
master,norm_g2,2,norm_g2_p1_norm_central_fedavg_a100_valve_6dB_s0.json,p1_norm_central_fedavg_a100_valve_6dB_s0,central,fedavg,100.0,valve,6dB,0,0.6176261602748989,master/p1/logs/p1_norm_g2.log,34
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p05_fan_0dB_s2.json,p1_norm_central_personalized_a0p05_fan_0dB_s2,central,personalized,0.05,fan,0dB,2,0.87372329427259,n3/p1/logs/p1_norm_g2.log,36
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p05_fan_6dB_s2.json,p1_norm_central_personalized_a0p05_fan_6dB_s2,central,personalized,0.05,fan,6dB,2,0.9542254484099324,master/p1/logs/p1_norm_g2.log,36
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p05_slider_0dB_s4.json,p1_norm_central_personalized_a0p05_slider_0dB_s4,central,personalized,0.05,slider,0dB,4,0.8571351784216574,master/p1/logs/p1_norm_g2.log,38
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p05_slider_6dB_s0.json,p1_norm_central_personalized_a0p05_slider_6dB_s0,central,personalized,0.05,slider,6dB,0,0.815528501932533,n3/p1/logs/p1_norm_g2.log,38
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p05_valve_0dB_s4.json,p1_norm_central_personalized_a0p05_valve_0dB_s4,central,personalized,0.05,valve,0dB,4,0.5797693278609287,n3/p1/logs/p1_norm_g2.log,40
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p05_valve_6dB_s2.json,p1_norm_central_personalized_a0p05_valve_6dB_s2,central,personalized,0.05,valve,6dB,2,0.6382093021773482,master/p1/logs/p1_norm_g2.log,40
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p5_fan_6dB_s1.json,p1_norm_central_personalized_a0p5_fan_6dB_s1,central,personalized,0.5,fan,6dB,1,0.9492809411849947,master/p1/logs/p1_norm_g2.log,42
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p5_fan_6dB_s2.json,p1_norm_central_personalized_a0p5_fan_6dB_s2,central,personalized,0.5,fan,6dB,2,0.9611091488725061,n3/p1/logs/p1_norm_g2.log,42
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p5_slider_6dB_s1.json,p1_norm_central_personalized_a0p5_slider_6dB_s1,central,personalized,0.5,slider,6dB,1,0.9429767237965134,n3/p1/logs/p1_norm_g2.log,44
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p5_slider_6dB_s4.json,p1_norm_central_personalized_a0p5_slider_6dB_s4,central,personalized,0.5,slider,6dB,4,0.9515951029456385,master/p1/logs/p1_norm_g2.log,44
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p5_valve_6dB_s3.json,p1_norm_central_personalized_a0p5_valve_6dB_s3,central,personalized,0.5,valve,6dB,3,0.6782059060942853,master/p1/logs/p1_norm_g2.log,46
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a0p5_valve_6dB_s4.json,p1_norm_central_personalized_a0p5_valve_6dB_s4,central,personalized,0.5,valve,6dB,4,0.679737353028093,n3/p1/logs/p1_norm_g2.log,46
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a100_fan_6dB_s3.json,p1_norm_central_personalized_a100_fan_6dB_s3,central,personalized,100.0,fan,6dB,3,0.9543595573537228,n3/p1/logs/p1_norm_g2.log,48
